alpha,beta,example
0.9589955,0.26069298,0
0.9557384,0.26156285,0
0.95409507,0.26194727,0
0.9540894,0.26185355,0
0.9541235,0.26213062,0
0.97146434,0.25709236,0
0.9714778,0.257529,0
0.954914,0.26156124,0
0.9549525,0.26175916,0
0.9549953,0.26193213,0
0.9550232,0.26164874,0
0.9550434,0.26175892,0
0.9474967,0.2638595,0
0.94001305,0.26583427,0
0.9400143,0.26585197,0
0.9417153,0.2654677,0
0.89359,0.2798266,0
0.8773165,0.2847942,0
0.87730545,0.28487605,0
0.9076037,0.2754893,0
0.90761536,0.27532852,0
0.83383113,0.29980734,0
0.8337655,0.29990077,0
0.8337063,0.29946923,0
0.8338235,0.29969975,0
0.8600212,0.29072374,0
0.86002,0.29055762,0
0.8600721,0.2906931,0
0.8599358,0.29052502,0
0.8800458,0.28388408,0
0.83862096,0.29775646,0
0.838668,0.2978372,0
0.7594706,0.32915202,0
0.83927006,0.29788432,0
0.83925784,0.29753196,0
0.8394703,0.29780957,0
0.83934987,0.29727802,0
0.83941406,0.2974182,0
0.8272128,0.30245388,0
0.82726365,0.30229455,0
0.82723004,0.30209816,0
0.82726216,0.3021524,0
0.7814242,0.3198778,0
0.8322243,0.30037084,0
0.7862956,0.31794238,0
0.85763747,0.29171997,0
0.8576073,0.29122078,0
0.9017164,0.2770276,0
0.90196496,0.27698103,0
0.891158,0.2803877,0
0.8910471,0.2805451,0
0.86151457,0.29014644,0
0.86156106,0.2901798,0
0.93775296,0.2666772,0
0.9377461,0.2666298,0
0.9377422,0.26649228,0
0.9643075,0.25933343,0
0.95225513,0.26243418,0
0.9632771,0.2594645,0
0.9632898,0.25952634,0
0.9326264,0.26803204,0
0.88896084,0.28104857,0
0.9154799,0.27314213,0
0.8688875,0.28781423,0
0.8688106,0.28761214,0
0.8059743,0.31036168,0
0.8059797,0.31044602,0
0.8059712,0.31036085,0
0.80558056,0.31011307,0
0.8055648,0.31009442,0
0.7998127,0.31249726,0
0.6553481,0.38135418,0
0.6554322,0.38137713,0
0.6426034,0.38896048,0
0.6234561,0.40082246,0
0.7112897,0.35152486,0
0.6613556,0.37804002,0
0.73026276,0.3423698,0
0.7531569,0.33179942,0
0.75318617,0.33188516,0
0.7118567,0.35111254,0
0.7117788,0.35094512,0
0.7119152,0.35110068,0
0.6513535,0.3836866,0
0.6473241,0.3862055,0
0.52930015,0.4721059,0
0.44290727,0.56451446,0
0.4633951,0.5392236,0
0.46336767,0.53921026,0
0.5930628,0.4215824,0
0.6168882,0.40515983,0
0.6168413,0.4050166,0
0.61719835,0.40513864,0
0.64426833,0.38806358,0
0.613587,0.4074903,0
0.6134555,0.4073178,0
0.73462856,0.34016517,0
0.5382754,0.46426523,0
0.5382754,0.46426523,0
0.5383643,0.46435663,0
0.5382768,0.4643009,0
0.6070775,0.41172096,0
0.8304741,0.30098054,0
0.8303885,0.30138075,0
0.83044326,0.30132288,0
0.78991973,0.31614387,0
0.7899252,0.31613,0
0.78988844,0.31663302,0
0.85413164,0.29247832,0
0.8736073,0.28595492,0
0.9205952,0.2716881,0
0.92063713,0.2713557,0
0.90124846,0.27747795,0
0.9057396,0.27587757,0
0.9057284,0.27583668,0
0.90569514,0.27591738,0
0.85693467,0.29148066,0
0.85702,0.2915937,0
0.86076117,0.2902661,0
0.8608592,0.2905017,0
0.8608642,0.2901727,0
0.7400433,0.3377951,0
0.6256626,0.39940876,0
0.49833468,0.5013629,0
0.55202806,0.45273632,0
0.5840306,0.42807528,0
0.5839205,0.42798176,0
0.58408946,0.42815185,0
0.62013173,0.40316045,0
0.6629368,0.3771048,0
0.6629368,0.3771048,0
0.68047297,0.36726972,0
0.6804554,0.3675694,0
0.6805024,0.367603,0
0.6801388,0.36714685,0
0.7665598,0.32610688,0
0.76650417,0.3262002,0
0.7664553,0.32615015,0
0.7663445,0.32617855,0
0.6842689,0.36523926,0
0.59168816,0.42253458,0
0.5982429,0.41783202,0
0.59839475,0.4175851,0
0.5796329,0.43126747,0
0.57972294,0.43119478,0
0.6106279,0.40922862,0
0.66095203,0.37818575,0
0.7434715,0.33638752,0
0.7434326,0.33611372,0
0.70889616,0.3524783,0
0.70889604,0.3527923,0
0.70874727,0.35263592,0
0.64483154,0.3875427,0
0.64489514,0.38764298,0
0.6092946,0.41026723,0
0.6930941,0.36076552,0
0.6930324,0.3606744,0
0.6882058,0.36318552,0
0.66992867,0.3731346,0
0.66994846,0.37325463,0
0.71027875,0.35170043,0
0.710488,0.3519136,0
0.71021867,0.35179242,0
0.7079448,0.35295698,0
0.55817306,0.4480134,0
0.4827514,0.517875,0
0.4827319,0.51786107,0
0.4825846,0.5177784,0
0.56611794,0.44139186,0
0.6602788,0.3785495,0
0.6201003,0.40298283,0
0.66912085,0.3736618,0
0.675188,0.3701925,0
0.61604315,0.4056692,0
0.620543,0.40270865,0
0.5360211,0.46639776,0
0.5361548,0.4664888,0
0.53610563,0.46642515,0
0.5359843,0.46623203,0
0.53596044,0.46624824,0
0.51305884,0.48719317,0
0.51294404,0.48705554,0
0.5133213,0.48710984,0
0.51322275,0.4869778,0
0.5380612,0.46455365,0
0.50727886,0.49285865,0
0.48035386,0.5202764,0
0.4318988,0.5787016,0
0.41452122,0.60299176,0
0.43734628,0.57150936,0
0.4988991,0.5011596,0
0.498923,0.50118953,0
0.6318428,0.39542806,0
0.63180524,0.3953823,0
0.63182986,0.3954282,0
0.6320241,0.39568,0
0.7005426,0.3569753,0
0.6465514,0.38637644,0
0.64641804,0.3863172,0
0.64640474,0.3863492,0
0.56134,0.4456621,0
0.561481,0.44542447,0
0.572262,0.4370142,0
0.5723133,0.43702358,0
0.572106,0.43681565,0
0.5722987,0.43722364,0
0.5720706,0.43654734,0
0.5656295,0.44200826,0
0.565502,0.44182822,0
0.5654903,0.44189757,0
0.55674434,0.44885513,0
0.57790095,0.43260914,0
0.5761795,0.43374553,0
0.5760433,0.4336592,0
0.6074791,0.4116736,0
0.58399004,0.42781246,0
0.4281793,0.58403563,0
0.4186341,0.5967815,0
0.36876464,0.6775829,0
0.36677712,0.68163943,0
0.36659878,0.68163794,0
0.38430503,0.6504909,0
0.39702958,0.629613,0
0.37563556,0.6655784,0
0.3965288,0.63022274,0
0.39684013,0.6302252,0
0.39654276,0.63020647,0
0.39708516,0.6295617,0
0.39705473,0.6296356,0
0.3971974,0.6297524,0
0.4314091,0.57981306,0
0.4314091,0.57981306,0
0.4313096,0.57970154,0
0.4017724,0.6218989,0
0.4019762,0.6219735,0
0.40207514,0.62199324,0
0.40208822,0.6219195,0
0.42144328,0.5928973,0
0.42145956,0.59302485,0
0.5165243,0.4839046,0
0.5164359,0.4838193,0
0.6310031,0.3959859,0
0.6727959,0.3715398,0
0.7248003,0.3448506,0
0.71897566,0.34753963,0
0.71897024,0.3477931,0
0.6411749,0.3896382,0
0.64120424,0.3899992,0
0.78167117,0.3198863,0
0.709631,0.35212874,0
0.7097222,0.35200378,0
0.7958638,0.31401083,0
0.7280803,0.34332722,0
0.6829278,0.36610648,0
0.6829126,0.36591136,0
0.68298584,0.36588618,0
0.68296957,0.3658404,0
0.68771833,0.36348468,0
0.6629851,0.37706286,0
0.6551688,0.38166884,0
0.65500355,0.381488,0
0.64503473,0.3875265,0
0.7485469,0.3339289,0
0.8236827,0.30346447,0
0.7579123,0.3296865,0
0.75808346,0.32986018,0
0.75810874,0.32958892,0
0.75810874,0.32958892,0
0.69409114,0.36000744,0
0.48345447,0.51704675,0
0.4653715,0.53714293,0
0.44225702,0.5653097,0
0.44228914,0.56533796,0
0.39785865,0.628448,0
0.39775667,0.62845504,0
0.37639573,0.6640454,0
0.40660402,0.6144846,0
0.40654358,0.61538,0
0.40616766,0.61501527,0
0.36575457,0.682998,0
0.37869415,0.6603094,0
0.461032,0.54221505,0
0.4452684,0.5614421,0
0.44539317,0.5614921,0
0.44536063,0.5614593,0
0.4369275,0.57227534,0
0.40599695,0.6154457,0
0.42896122,0.58265877,0
0.45161247,0.55357224,0
0.5173442,0.4831042,0
0.57434183,0.43515322,0
0.57449794,0.43507546,0
0.6361027,0.39293414,0
0.6797782,0.3676938,0
0.81099236,0.3082146,0
0.8444304,0.2959334,0
0.84441185,0.29593393,0
0.84551364,0.2956625,0
0.8454178,0.29545587,0
0.846137,0.29557434,0
0.84614474,0.29529965,0
0.84611946,0.29523635,0
0.77549034,0.3221323,0
0.77550614,0.3221941,0
0.79493475,0.31445765,0
0.84945434,0.29422355,0
0.8882585,0.28144696,0
0.93465436,0.26748312,0
0.90118873,0.27749398,0
0.90111923,0.2772859,0
0.9010654,0.27726793,0
0.8732566,0.28635976,0
0.87331384,0.2859979,0
0.87327665,0.28606328,0
0.8732956,0.286108,0
0.8732739,0.28628874,0
0.87333655,0.28629395,0
0.86243,0.28961474,0
0.7855197,0.31839228,0
0.78549844,0.31832165,0
0.83800596,0.2982461,0
0.8379089,0.29828817,0
0.837879,0.29844177,0
0.7957149,0.31401163,0
0.7464083,0.33474424,0
0.6907027,0.36181137,0
0.6047079,0.41324466,0
0.6047079,0.41324466,0
0.71919334,0.3475214,0
0.7190365,0.347555,0
0.85136247,0.29351032,0
0.88667434,0.2817896,0
0.9148109,0.27319458,0
0.9147668,0.27331442,0
0.90369475,0.27663982,0
0.9160402,0.27280676,0
0.9160545,0.27291918,0
0.92485636,0.27039486,0
0.9598232,0.26028228,0
0.940951,0.26577136,0
0.9568046,0.26136616,0
0.95680535,0.26146448,0
0.956805,0.2615097,0
0.9567595,0.26134843,0
0.95674676,0.2612223,0
0.9361742,0.2670237,0
0.90100694,0.27734658,0
0.90098226,0.27733248,0
0.90127933,0.27734163,0
0.91253746,0.27387005,0
0.9125654,0.27408737,0
0.91859204,0.27229303,0
0.89772636,0.27822527,0
0.8977274,0.27852917,0
0.89767224,0.27829477,0
0.89774835,0.27847567,0
0.9301691,0.26876554,0
0.94416374,0.2647887,0
0.90643126,0.27578154,0
0.90197164,0.27714932,0
0.84153044,0.29687765,0
0.8415651,0.29698053,0
0.8415703,0.29699782,0
0.8590455,0.2909796,0
0.84072334,0.29718322,0
0.8406714,0.29731128,0
0.8407099,0.2973037,0
0.84751666,0.29493862,0
0.86690354,0.28838122,0
0.8244066,0.3030664,0
0.82438576,0.30307284,0
0.8237894,0.30334824,0
0.8442235,0.29613432,0
0.8442233,0.2961181,0
0.8442207,0.29575107,0
0.8442108,0.2960505,0
0.8739704,0.285978,0
0.87397194,0.28597388,0
0.90403914,0.27658188,0
0.90401846,0.2764165,0
0.90398175,0.27661854,0
0.9040094,0.2765012,0
0.9081791,0.27526543,0
0.8797039,0.28414077,0
0.8797039,0.28414077,0
0.86655843,0.28833327,0
0.86676186,0.2883536,0
0.91655296,0.2726802,0
0.9164777,0.27271625,0
0.91637146,0.2728163,0
0.916383,0.2727182,0
0.9164231,0.27292448,0
0.83382607,0.29957128,0
0.80212706,0.31176662,0
0.80930716,0.30859044,0
0.80929077,0.30878484,0
0.80929506,0.30894464,0
0.7376676,0.33894193,0
0.65566397,0.3811407,0
0.5466247,0.45740896,0
0.5983438,0.41770327,0
0.6025572,0.41488796,0
0.5039751,0.4956957,0
0.5770192,0.43319026,0
0.48921528,0.5109433,0
0.4892339,0.51086617,0
0.47130305,0.53032064,0
0.55018574,0.45406458,0
0.6185444,0.40390703,0
0.6187516,0.40405956,0
0.61877906,0.40409914,0
0.6185427,0.40395513,0
0.6188005,0.40395445,0
0.5953788,0.41970372,0
0.70070153,0.3566113,0
0.6624157,0.37756735,0
0.5689783,0.43945882,0
0.49667364,0.5030705,0
0.49693754,0.503346,0
0.49666286,0.5031784,0
0.43712318,0.5718827,0
0.43714637,0.5718331,0
0.39985934,0.62527674,0
0.36310026,0.6881114,0
0.3891098,0.6421766,0
0.36184183,0.69070417,0
0.36525702,0.6842356,0
0.3724777,0.6709425,0
0.36579162,0.683136,0
0.32272738,0.774701,0
0.32262102,0.7745588,0
0.32277083,0.77460444,0
0.3227542,0.77455974,0
0.3226314,0.7746029,0
0.32047793,0.779871,0
0.32026863,0.78008133,0
0.32033685,0.78008425,0
0.38017035,0.65727764,0
0.34503636,0.7246376,0
0.34511617,0.7247385,0
0.3446668,0.7247102,0
0.34491178,0.7246776,0
0.34195068,0.73091257,0
0.29984048,0.83340937,0
0.2910825,0.85892415,0
0.29103094,0.8589314,0
0.29086512,0.85890394,0
0.29098055,0.85870713,0
0.2849084,0.8770865,0
0.27371308,0.9127628,0
0.27364403,0.91276383,0
0.2736342,0.91277,0
0.31186897,0.8015673,0
0.31190878,0.8015361,0
0.31967017,0.7817069,0
0.36070436,0.69295406,0
0.360716,0.6929137,0
0.3604211,0.6929808,0
0.36082077,0.69320035,0
0.39337748,0.6356898,0
0.37078583,0.6743581,0
0.37074184,0.6742671,0
0.3793641,0.65883744,0
0.39934555,0.6259957,0
0.3680864,0.67901695,0
0.44186172,0.5659512,0
0.44161242,0.56581223,0
0.40131328,0.6227089,0
0.40145236,0.622712,0
0.4006261,0.62385714,0
0.32866684,0.76074076,0
0.328555,0.7607742,0
0.3790124,0.6594915,0
0.3827276,0.65312064,0
0.39023602,0.6404773,0
0.3902606,0.64050555,0
0.39028755,0.6403905,0
0.3848549,0.6495016,0
0.3849879,0.6495197,0
0.35966069,0.6944795,0
0.35999838,0.6946263,0
0.359749,0.6944964,0
0.37305596,0.66966695,0
0.35543475,0.7030564,0
0.34965634,0.7148346,0
0.37565306,0.6653084,0
0.395348,0.6320573,0
0.37597284,0.66466826,0
0.435113,0.57424384,0
0.43592945,0.57344705,0
0.43616667,0.5735407,0
0.4354329,0.57355815,0
0.43587536,0.5736121,0
0.48075888,0.52000564,0
0.55429065,0.45075643,0
0.59659153,0.41881013,0
0.5966849,0.41881573,0
0.5969369,0.41892132,0
0.67325795,0.3712896,0
0.5190936,0.48160115,0
0.52788854,0.4735228,0
0.52445775,0.47665578,0
0.5241014,0.47656977,0
0.52436864,0.47682762,0
0.4941508,0.5059472,0
0.5274396,0.47390598,0
0.45424333,0.5501148,0
0.4537101,0.5510211,0
0.51269305,0.48764762,0
0.5125727,0.48754254,0
0.5124091,0.48735592,0
0.51270807,0.48740542,0
0.51268697,0.48743033,0
0.51647836,0.48375958,0
0.5166781,0.4837762,0
0.51647663,0.48349372,0
0.5855801,0.42653963,0
0.5854978,0.42654186,0
0.5858454,0.42651337,0
0.5986159,0.41740763,0
0.54263645,0.4606518,0
0.536739,0.4657836,0
0.54259956,0.46057767,0
0.5266489,0.47455767,0
0.52658916,0.47450995,0
0.5262507,0.4745257,0
0.5264673,0.47477815,0
0.5265023,0.47479963,0
0.526701,0.47476986,0
0.57407916,0.43531242,0
0.57420635,0.43537796,0
0.74439484,0.3356425,0
0.7777353,0.32145733,0
0.7788707,0.32097104,0
0.7787774,0.32094717,0
0.8022837,0.31153688,0
0.75962085,0.3290383,0
0.63146526,0.3956709,0
0.63149387,0.39565438,0
0.64195204,0.38920888,0
0.63880223,0.39105988,0
0.60929835,0.4105776,0
0.60904133,0.4104079,0
0.7042923,0.35480878,0
0.70460224,0.3547279,0
0.64213854,0.38923067,0
0.72615784,0.3442855,0
0.6774313,0.36885583,0
0.6376308,0.39219034,0
0.63753873,0.3920566,0
0.6351184,0.39359024,0
0.63513434,0.3936719,0
0.61592305,0.40595332,0
0.6694894,0.37350577,0
0.6693685,0.37344384,0
0.66895163,0.3737399,0
0.73275954,0.34105313,0
0.7869545,0.31769326,0
0.7775467,0.32150754,0
0.7271645,0.3437793,0
0.72731835,0.3437397,0
0.77643394,0.32199007,0
0.7764087,0.3219928,0
0.62319756,0.40114385,0
0.6583391,0.37958574,0
0.69491917,0.35960278,0
0.69496554,0.3594274,0
0.69497937,0.35937116,0
0.69508773,0.35951006,0
0.6480541,0.38577598,0
0.647997,0.38573793,0
0.64792126,0.38571724,0
0.7325555,0.34105173,0
0.7326568,0.34127748,0
0.7326478,0.3411565,0
0.67827797,0.36841977,0
0.67816347,0.36851835,0
0.6604508,0.37852773,0
0.73751134,0.33886662,0
0.74403876,0.33592156,0
0.74398315,0.33588165,0
0.7415646,0.33694088,0
0.8446206,0.29578897,0
0.852522,0.29318222,0
0.8610849,0.29017836,0
0.86124,0.29044354,0
0.8612327,0.29032302,0
0.8789004,0.2843387,0
0.9056117,0.27594382,0
0.87665826,0.28517377,0
0.8766559,0.28515574,0
0.84040725,0.29753023,0
0.840226,0.2972557,0
0.7645029,0.32666337,0
0.7646461,0.32708207,0
0.6353774,0.39343813,0
0.63549453,0.3935758,0
0.63594687,0.39279792,0
0.636634,0.39294884,0
0.6365047,0.39275408,0
0.65810883,0.3796357,0
0.65814024,0.379761,0
0.65631205,0.3808614,0
0.6563859,0.38087904,0
0.6565574,0.3808957,0
0.656434,0.38083026,0
0.67695856,0.36922473,0
0.59884685,0.41715765,0
0.59910446,0.41734475,0
0.5662459,0.44149268,0
0.5784591,0.43203756,0
0.70308083,0.35556364,0
0.6362804,0.39280027,0
0.604898,0.41313562,0
0.6048097,0.41295803,0
0.60484314,0.41353375,0
0.7526807,0.33181965,0
0.7527086,0.33187455,0
0.7434832,0.33614,0
0.82156867,0.30427733,0
0.8177303,0.3056796,0
0.81780756,0.30588377,0
0.8177831,0.30584925,0
0.8178311,0.30541542,0
0.7803754,0.3203579,0
0.78060603,0.3204805,0
0.7802289,0.3202875,0
0.713489,0.35038748,0
0.7134976,0.35038564,0
0.70038193,0.3568071,0
0.71535045,0.34945688,0
0.71543235,0.34944904,0
0.7152261,0.34942946,0
0.71518314,0.3493716,0
0.71507704,0.349275,0
0.7166602,0.34854499,0
0.7336302,0.34082276,0
0.6641252,0.37646687,0
0.6638326,0.37632006,0
0.66427773,0.37647274,0
0.66405857,0.37622792,0
0.70858645,0.352635,0
0.7101217,0.3519517,0
0.6769887,0.36902744,0
0.5825351,0.42900613,0
0.5824214,0.42891017,0
0.5344585,0.46749663,0
0.5345291,0.46771297,0
0.5689104,0.43917254,0
0.63675463,0.3925506,0
0.6366235,0.392468,0
0.6368063,0.39256415,0
0.7617311,0.32808265,0
0.7923307,0.31542188,0
0.9032083,0.27679724,0
0.9559046,0.26152533,0
0.9715893,0.25722265,0
0.9715991,0.25706616,0
0.98616505,0.25342298,0
0.9836563,0.25399816,0
0.97809577,0.25564638,0
0.97802836,0.25557998,0
0.9780376,0.25548154,0
0.9780447,0.25565708,0
0.98723155,0.25324643,0
0.9872176,0.25353596,0
0.98722875,0.25333175,0
0.98722863,0.25334463,0
0.987227,0.25318852,0
0.9787015,0.25560614,0
0.97646344,0.25603774,0
0.976459,0.2560076,0
0.9763218,0.25605488,0
0.97617155,0.2560236,0
0.97374266,0.25668254,0
0.96141374,0.2599932,0
0.96141034,0.25994155,0
0.9541362,0.26200086,0
0.93378156,0.26769337,0
0.93388695,0.26771417,0
0.93391037,0.2677758,0
0.9338951,0.26777777,0
0.9177339,0.27246448,0
0.9177351,0.27238622,0
0.93442065,0.26739678,0
0.9345222,0.26736644,0
0.88313377,0.28305772,0
0.8921536,0.28011712,0
0.92194897,0.27113104,0
0.921942,0.27116096,0
0.92234886,0.27099434,0
0.9180659,0.27227443,0
0.9180635,0.27220604,0
0.94631934,0.26410192,0
0.9384754,0.26640517,0
0.93851316,0.2661559,0
0.8851911,0.2825391,0
0.81143886,0.3082274,0
0.86530703,0.28868014,0
0.7929145,0.31514663,0
0.63555187,0.39318946,0
0.63570637,0.39312294,0
0.63566846,0.3931962,0
0.6186766,0.40399563,0
0.7203118,0.3469986,0
0.72038907,0.34709153,0
0.77377844,0.32308015,0
0.77385485,0.32316345,0
0.8244188,0.30312797,0
0.8244895,0.30329436,0
0.7533185,0.33191922,0
0.6711868,0.37228233,0
0.67127186,0.37235558,0
0.6734675,0.3711407,0
0.6472992,0.38613853,0
0.6474235,0.38592792,0
0.67397624,0.37080273,0
0.561807,0.4447406,0
0.562005,0.44485846,0
0.5013662,0.49837145,0
0.5148375,0.4856263,0
0.48368594,0.51668257,0
0.47322196,0.52812105,0
0.47320643,0.52812225,0
0.4731621,0.5281081,0
0.4495498,0.5560171,0
0.47026882,0.5315245,0
0.46204922,0.541027,0
0.53553736,0.46677527,0
0.53553736,0.46677527,0
0.5199527,0.4807087,0
0.4834455,0.51710963,0
0.48364127,0.51712126,0
0.51335573,0.4870881,0
0.45938343,0.544308,0
0.5323214,0.4693064,0
0.53275853,0.46938667,0
0.5328689,0.4693815,0
0.53289676,0.46937343,0
0.5327546,0.46895936,0
0.5329222,0.46899518,0
0.5936693,0.4210957,0
0.5744555,0.43502563,0
0.5896251,0.42403504,0
0.53807294,0.46463034,0
0.45814574,0.5456244,0
0.4935198,0.5064398,0
0.4844818,0.5158613,0
0.39079395,0.6394089,0
0.39081958,0.63942456,0
0.3712184,0.6735089,0
0.33080697,0.7558342,0
0.330388,0.7558672,0
0.33056098,0.7558871,0
0.34459308,0.7254458,0
0.33990842,0.7352692,0
0.33997494,0.73522365,0
0.33094138,0.75536287,0
0.35738307,0.699178,0
0.3576826,0.6993886,0
0.3574773,0.6994279,0
0.35714084,0.6994191,0
0.37545672,0.66535807,0
0.37552917,0.66535,0
0.37575743,0.66549003,0
0.4329073,0.57729375,0
0.4327831,0.57734835,0
0.41458735,0.6030745,0
0.4144121,0.60295993,0
0.4243528,0.58912116,0
0.51606154,0.4842814,0
0.43991402,0.5682682,0
0.439773,0.5681568,0
0.39290205,0.63582075,0
0.39319062,0.6357896,0
0.3983055,0.6273414,0
0.41480082,0.60275275,0
0.41476783,0.6026774,0
0.45409697,0.5504609,0
0.45408174,0.55041707,0
0.45368832,0.55034876,0
0.45379758,0.5503734,0
0.45398933,0.55037665,0
0.4542636,0.5504707,0
0.45425662,0.5504411,0
0.45432994,0.5504369,0
0.45398736,0.550371,0
0.4541516,0.55043393,0
0.4537815,0.55042815,0
0.45425397,0.5506704,0
0.454215,0.55062073,0
0.4539577,0.5505925,0
0.48732975,0.5125724,0
0.48739636,0.5127762,0
0.48718044,0.5127993,0
0.5854922,0.42690596,0
0.50745666,0.49237612,0
0.5075286,0.49257562,0
0.5074918,0.49251273,0
0.5076007,0.49233195,0
0.50780106,0.49235883,0
0.46101907,0.54231155,0
0.46076325,0.5422088,0
0.4548437,0.54922336,0
0.41499403,0.6020677,0
0.4151861,0.6021696,0
0.48774165,0.5127817,0
0.51960224,0.48073927,0
0.5200064,0.4807531,0
0.48733,0.51278913,0
0.527,0.47406808,0
0.52700156,0.47405735,0
0.59360343,0.42111135,0
0.593633,0.4211563,0
0.6123218,0.4080447,0
0.6122975,0.40810332,0
0.6123783,0.40800092,0
0.7106141,0.3516356,0
0.6425141,0.38906756,0
0.7405846,0.3374658,0
0.75617033,0.33066994,0
0.7561683,0.33057815,0
0.7328816,0.34116802,0
0.7524477,0.33206624,0
0.7524653,0.33229467,0
0.75399196,0.33142725,0
0.7600233,0.32871595,0
0.67591625,0.36961657,0
0.6759026,0.36968142,0
0.6454395,0.38716072,0
0.70218277,0.35584858,0
0.76586705,0.3265512,0
0.7659011,0.3266091,0
0.67907137,0.3682664,0
0.7201635,0.34692678,0
0.865845,0.2885616,0
0.88191754,0.28359625,0
0.88191646,0.28356737,0
0.73489577,0.33997607,0
0.73498935,0.3401114,0
0.8055481,0.31010944,0
0.8054977,0.31018168,0
0.8053163,0.31048095,0
0.8291486,0.3015892,0
0.8292498,0.30173105,0
0.82923055,0.30166543,0
0.8290195,0.30171147,0
0.8584751,0.2913159,0
0.8584762,0.29119515,0
0.8584484,0.2910649,0
0.7507353,0.3327796,0
0.75084454,0.33283857,0
0.6689035,0.37368882,0
0.6426825,0.38893494,0
0.618879,0.40412575,0
0.61861366,0.40372446,0
0.7788006,0.32066712,0
0.77882063,0.32072508,0
0.7790882,0.32096305,0
0.77912706,0.3208313,0
0.77148485,0.3238507,0
0.8204691,0.30466878,0
0.7807527,0.32016346,0
0.81390125,0.30712867,0
0.82180077,0.30429384,0
0.82174325,0.3042876,0
0.8313259,0.30080783,0
0.8312915,0.30088994,0
0.81719285,0.30578727,0
0.8140022,0.3070124,0
0.7369347,0.33918756,0
0.85985386,0.2905053,0
0.7587479,0.3291076,0
0.7566618,0.330168,0
0.7529242,0.33182287,0
0.84075016,0.29720545,0
0.8407899,0.2972051,0
0.84091693,0.2973928,0
0.8409235,0.29727313,0
0.9090967,0.27502072,0
0.89477795,0.27946576,0
0.84366447,0.29631087,0
0.8436687,0.29607117,0
0.8436557,0.29600507,0
0.8435925,0.29634744,0
0.79464525,0.31458783,0
0.8031759,0.3112109,0
0.7437623,0.3360283,0
0.7435018,0.33602023,0
0.7023347,0.35605508,0
0.702217,0.35590142,0
0.70288754,0.35576853,0
0.70288616,0.35568497,0
0.65653443,0.3809101,0
0.6566323,0.3808008,0
0.5884387,0.4247884,0
0.5881714,0.4246242,0
0.5949278,0.41987252,0
0.51840806,0.48191097,0
0.5191378,0.4819823,0
0.5187595,0.48196265,0
0.52492213,0.47630006,0
0.52480865,0.47621787,0
0.524997,0.47631362,0
0.4962595,0.50362676,0
0.49609914,0.50356114,0
0.49652377,0.50356257,0
0.49648526,0.50355035,0
0.46358603,0.5392511,0
0.46088588,0.542152,0
0.46105602,0.5422349,0
0.4540209,0.55025446,0
0.48728237,0.5129135,0
0.50886,0.4913293,0
0.5088874,0.4911761,0
0.48746002,0.51286703,0
0.4873558,0.5128226,0
0.4666117,0.53557557,0
0.46661207,0.5355685,0
0.41428268,0.6033252,0
0.41424963,0.6033076,0
0.41426346,0.6032407,0
0.47464478,0.52650905,0
0.42761272,0.58460766,0
0.4040823,0.61864436,0
0.41150135,0.60729843,0
0.37138808,0.6731804,0
0.46370628,0.5393479,0
0.4636178,0.5393332,0
0.41794503,0.5976839,0
0.41785735,0.5976623,0
0.34132823,0.73299867,0
0.4128325,0.6048629,0
0.5366017,0.46624878,0
0.5364853,0.46622375,0
0.53607506,0.46596274,0
0.45855886,0.5448438,0
0.4164424,0.5999357,0
0.4163882,0.59994614,0
0.41625363,0.5999204,0
0.41621786,0.59992856,0
0.47533664,0.52549386,0
0.43311286,0.576706,0
0.49707472,0.5030164,0
0.5620406,0.4448435,0
0.5619492,0.44473308,0
0.47859803,0.5224824,0
0.47823885,0.522464,0
0.49969757,0.5001539,0
0.5254349,0.47582304,0
0.52549577,0.47583956,0
0.55555785,0.44966218,0
0.49752337,0.5023403,0
0.5746039,0.434775,0
0.50096005,0.49920252,0
0.50089455,0.4990513,0
0.5597228,0.44624802,0
0.55978036,0.44623855,0
0.4905976,0.509812,0
0.490179,0.5097455,0
0.541817,0.46119756,0
0.54188097,0.46130377,0
0.4823899,0.5181613,0
0.36422667,0.68656033,0
0.3643511,0.686564,0
0.34618312,0.7214456,0
0.34630194,0.7215591,0
0.34632522,0.7218298,0
0.34614602,0.72192794,0
0.32696322,0.7646009,0
0.32685462,0.76465416,0
0.34726825,0.7197901,0
0.3812166,0.65564376,0
0.3981909,0.62785494,0
0.39787024,0.62770283,0
0.39772478,0.62772286,0
0.39840022,0.62773156,0
0.39708048,0.62909585,0
0.39723292,0.6291949,0
0.3973109,0.6292148,0
0.38458836,0.6497775,0
0.39525506,0.63256216,0
0.3950761,0.6324803,0
0.39487046,0.6323359,0
0.3948977,0.632303,0
0.39545593,0.63232785,0
0.35638988,0.70126915,0
0.39413896,0.6341865,0
0.39440495,0.6342221,0
0.3941539,0.634631,0
0.3936761,0.63466835,0
0.39371175,0.6346646,0
0.42350233,0.5899673,0
0.42359757,0.5899848,0
0.4706873,0.53121316,0
0.47025996,0.5311081,0
0.47032908,0.53117746,0
0.44822836,0.55746996,0
0.44856697,0.55747384,0
0.44835687,0.5572814,0
0.44835687,0.5572814,0
0.42310396,0.5909766,0
0.423003,0.5908526,0
0.42295134,0.59097105,0
0.42282176,0.5909919,0
0.44962564,0.555784,0
