alpha,beta,example
0.30622348,0.8161212,0
0.33288673,0.75081766,0
0.3399612,0.73540926,0
0.34664965,0.7210625,0
0.32047045,0.7800251,0
0.32809657,0.7619965,0
0.34123775,0.7323152,0
0.38714898,0.6456176,0
0.34878218,0.71650094,0
0.42305252,0.59073746,0
0.42306513,0.59074336,0
0.4232059,0.5906977,0
0.4232059,0.5906977,0
0.4230746,0.59061134,0
0.3739113,0.66848576,0
0.40133736,0.62281936,0
0.43209383,0.57841533,0
0.4511138,0.55401194,0
0.43507275,0.57455933,0
0.39350733,0.63527054,0
0.41288534,0.6057762,0
0.39505413,0.6325822,0
0.41794905,0.59805125,0
0.4442911,0.56250864,0
0.43038812,0.58055395,0
0.4306489,0.58062243,0
0.45377332,0.55088025,0
0.63401365,0.39435425,0
0.63399446,0.3943335,0
0.6340133,0.3941998,0
0.63408095,0.39450082,0
0.63380706,0.3941946,0
0.6090419,0.41029948,0
0.5947027,0.42028558,0
0.6760121,0.36961642,0
0.5636452,0.44362012,0
0.63503677,0.3936872,0
0.6845821,0.36500457,0
0.69331807,0.36050016,0
0.68776387,0.3631273,0
0.68790865,0.36336973,0
0.59884083,0.41721085,0
0.59893155,0.4174156,0
0.5989531,0.41756788,0
0.5373925,0.46535602,0
0.5370091,0.46522728,0
0.4295947,0.58148926,0
0.42933133,0.58136237,0
0.42985824,0.5815607,0
0.513772,0.48662752,0
0.5050354,0.49491644,0
0.5210896,0.47973183,0
0.52145714,0.4795052,0
0.52145714,0.4795052,0
0.46924657,0.5328104,0
0.46910265,0.53272855,0
0.59574205,0.41960916,0
0.5387251,0.46392843,0
0.5390268,0.4640148,0
0.4791567,0.52137935,0
0.4493266,0.5565676,0
0.4490849,0.5564426,0
0.6391531,0.39097908,0
0.68118185,0.36689,0
0.6984399,0.3578658,0
0.6984463,0.35793096,0
0.6837158,0.3655608,0
0.68357575,0.36532608,0
0.83514524,0.29908264,0
0.87858015,0.28434995,0
0.81413746,0.30710378,0
0.78000456,0.32035616,0
0.8352902,0.29932758,0
0.86154175,0.2901797,0
0.8615543,0.2900119,0
0.77863276,0.32081422,0
0.7790119,0.32105488,0
0.69888407,0.35766166,0
0.69878554,0.35771516,0
0.6986505,0.35783717,0
0.6948271,0.3597365,0
0.70180064,0.35608345,0
0.71094936,0.351623,0
0.61786526,0.4044845,0
0.6976599,0.35826388,0
0.6972373,0.35887504,0
0.6967472,0.3585465,0
0.6978296,0.3582452,0
0.6292648,0.39706415,0
0.5096335,0.49033758,0
0.47369587,0.5277819,0
0.47369587,0.5277819,0
0.47375423,0.5276875,0
0.47373012,0.52767926,0
0.47370303,0.5276401,0
0.45244822,0.5524474,0
0.49523842,0.5046488,0
0.47102094,0.530595,0
0.41222787,0.60653603,0
0.34356394,0.7281018,0
0.34352764,0.7280742,0
0.3433585,0.7281407,0
0.37870333,0.6601833,0
0.41526726,0.6021664,0
0.41493767,0.6020756,0
0.41518152,0.602294,0
0.5552151,0.4499187,0
0.5552658,0.44996887,0
0.57995516,0.43070638,0
0.58016217,0.43094206,0
0.51723987,0.48311016,0
0.5171727,0.4830764,0
0.51055956,0.48960853,0
0.56848025,0.44005,0
0.56849694,0.43999764,0
0.568368,0.4394914,0
0.5613379,0.44565496,0
0.56128013,0.44504648,0
0.44571692,0.5611933,0
0.36392376,0.6868262,0
0.3637371,0.68678516,0
0.38319376,0.6527156,0
0.38321027,0.6527086,0
0.44130594,0.5667763,0
0.44129196,0.5666775,0
0.44132906,0.5667004,0
0.44129014,0.566668,0
0.50223434,0.49735576,0
0.58689046,0.42562798,0
0.5098236,0.49053594,0
0.47879276,0.5223548,0
0.51735055,0.48328635,0
0.51735055,0.48328635,0
0.46197903,0.54110754,0
0.46742103,0.5348095,0
0.46741816,0.5348149,0
0.526385,0.47517815,0
0.5260872,0.4750392,0
0.5262632,0.4752634,0
0.5261677,0.4750091,0
0.5475256,0.4564925,0
0.50071496,0.49902296,0
0.52526045,0.47570556,0
0.49972215,0.5001677,0
0.49977455,0.500052,0
0.56737363,0.44053474,0
0.5946117,0.42036083,0
0.5946117,0.42036083,0
0.59476024,0.42020786,0
0.59481794,0.42026168,0
0.5947358,0.42017844,0
0.59493005,0.4202637,0
0.5691952,0.43937835,0
0.56914324,0.4393639,0
0.5689858,0.43916106,0
0.5469253,0.45725933,0
0.48831278,0.5115388,0
0.48835337,0.51140904,0
0.48858893,0.5118127,0
0.48838454,0.51162547,0
0.48850852,0.5118529,0
0.44510096,0.56166345,0
0.52784574,0.4737575,0
0.5276567,0.47327834,0
0.5277694,0.47396767,0
0.58677363,0.426076,0
0.5865402,0.42596462,0
0.5865655,0.42600286,0
0.6965769,0.35863012,0
0.72426987,0.34528127,0
0.8174091,0.30555806,0
0.8715697,0.28699648,0
0.871595,0.28672376,0
0.8715995,0.2867034,0
0.87951857,0.28437603,0
0.8794975,0.2843294,0
0.8795346,0.28421196,0
0.82938784,0.30136395,0
0.8981471,0.27832964,0
0.89584535,0.2790135,0
0.8283122,0.30173364,0
0.82370794,0.30342,0
0.8410508,0.29726717,0
0.8765168,0.28523117,0
0.8765111,0.28503215,0
0.8765154,0.2852861,0
0.87651336,0.28528336,0
0.8849103,0.28251413,0
0.8848902,0.28238583,0
0.884875,0.28268006,0
0.89293784,0.28004676,0
0.929306,0.269127,0
0.9069334,0.27577734,0
0.9069398,0.275509,0
0.8779085,0.28464827,0
0.82149893,0.30434754,0
0.9049053,0.27630323,0
0.9370774,0.26673922,0
0.9239309,0.27053377,0
0.9157653,0.27283624,0
0.9257717,0.26998758,0
0.9380176,0.266469,0
0.91943884,0.27188832,0
0.90767527,0.27544233,0
0.8584801,0.29126585,0
0.8182973,0.30555466,0
0.81833,0.30533883,0
0.8134414,0.30732155,0
0.7550213,0.33098802,0
0.64747626,0.38595474,0
0.6745125,0.3706014,0
0.67361534,0.3710439,0
0.6386041,0.39142278,0
0.70786077,0.3531726,0
0.7077968,0.3530304,0
0.64706475,0.38622123,0
0.6471136,0.38603348,0
0.6475753,0.38644832,0
0.6473418,0.38631198,0
0.6473238,0.386317,0
0.6472092,0.3861549,0
0.6472356,0.3862098,0
0.68811166,0.36334315,0
0.6882182,0.36321914,0
0.705578,0.35418925,0
0.783455,0.31898227,0
0.78347844,0.31901038,0
0.86617047,0.28871068,0
0.901493,0.27742252,0
0.90145385,0.2772801,0
0.9015001,0.27731594,0
0.9370172,0.26673308,0
0.94548887,0.26433334,0
0.94561696,0.26436424,0
0.95682454,0.26130775,0
0.92859966,0.26905593,0
0.928605,0.2690688,0
0.8934978,0.2796716,0
0.8047658,0.31069556,0
0.8047639,0.31047857,0
0.80493355,0.3105823,0
0.74709564,0.33466315,0
0.8098885,0.3085341,0
0.8099976,0.3084111,0
0.8099523,0.30877152,0
0.64545417,0.38704,0
0.57055116,0.43803596,0
0.57055116,0.43803596,0
0.63711417,0.39220148,0
0.6718631,0.37213725,0
0.67162925,0.37210867,0
0.67143315,0.3719852,0
0.67165816,0.37214717,0
0.7603539,0.32857317,0
0.8340743,0.29954526,0
0.80714935,0.3098708,0
0.80715275,0.3096784,0
0.8014741,0.31186476,0
0.8014824,0.31191507,0
0.713815,0.34997442,0
0.71385235,0.3503091,0
0.71363026,0.35010517,0
0.76641774,0.3261891,0
0.7387955,0.3383934,0
0.68252873,0.36628318,0
0.6825684,0.36625624,0
0.62424654,0.400333,0
0.5866622,0.4260866,0
0.58658296,0.42613465,0
0.5740378,0.43534288,0
0.5740378,0.43534288,0
0.5525213,0.45235413,0
0.5690867,0.43925864,0
0.56917167,0.43942794,0
0.51281,0.48724553,0
0.5127644,0.4873865,0
0.47606587,0.5251148,0
0.40830714,0.61191106,0
0.38839966,0.64325315,0
0.38871118,0.64329106,0
0.38855302,0.6432313,0
0.33229074,0.7517937,0
0.33238888,0.7518711,0
0.33255884,0.7518588,0
0.3325938,0.75186473,0
0.33267376,0.7516239,0
0.33245838,0.7515502,0
0.33245838,0.7515502,0
0.33275402,0.7515843,0
0.33261168,0.75160944,0
0.31912234,0.7834458,0
0.33224943,0.75252455,0
0.3658962,0.6832393,0
0.36582038,0.68313414,0
0.32631397,0.7660141,0
0.30879584,0.80924016,0
0.28125253,0.8888615,0
0.28994974,0.86236393,0
0.28972888,0.8624202,0
0.28290376,0.88381237,0
0.28380665,0.8811515,0
0.26766846,0.9330761,0
0.2680256,0.933115,0
0.26774836,0.93313223,0
0.26349187,0.9486703,0
0.26160902,0.9553877,0
0.25606373,0.9759856,0
0.2565244,0.9742502,0
0.25638106,0.9742895,0
0.2565583,0.97428846,0
0.25785217,0.9696314,0
0.2686579,0.9302322,0
0.28615132,0.8735348,0
0.28611475,0.8734335,0
0.2863072,0.8734786,0
0.28604087,0.8734762,0
0.28594208,0.8734727,0
0.28631833,0.873592,0
0.2862985,0.87358665,0
0.28631467,0.8735637,0
0.28624028,0.8735654,0
0.28600687,0.8735689,0
0.2858819,0.87355757,0
0.28609672,0.8736105,0
0.28866184,0.86584693,0
0.28281873,0.88358915,0
0.29663965,0.8424477,0
0.28655273,0.8721907,0
0.2864998,0.8721746,0
0.33290383,0.7507231,0
0.30748516,0.81261873,0
0.3077033,0.8125822,0
0.31124562,0.8032934,0
0.31570256,0.79186755,0
0.32525045,0.768357,0
0.29160264,0.8568971,0
0.30534312,0.8192265,0
0.34105965,0.7330688,0
0.3407841,0.73325646,0
0.34098557,0.7332287,0
0.34895182,0.7163934,0
0.34940666,0.7153895,0
0.33652848,0.7426875,0
0.3122297,0.8002588,0
0.2978968,0.8391746,0
0.27768728,0.90025216,0
0.27217203,0.91824764,0
0.2731448,0.91523916,0
0.27935967,0.8945678,0
0.27956763,0.8945572,0
0.267796,0.9331206,0
0.2835743,0.88170415,0
0.28355592,0.8816751,0
0.28343076,0.88172245,0
0.2833698,0.88172305,0
0.29102278,0.85918176,0
0.29088804,0.8591521,0
0.30793345,0.8117723,0
0.30823007,0.8117401,0
0.30799547,0.81187797,0
0.30779344,0.8117727,0
0.30808404,0.8118697,0
0.307731,0.811838,0
0.30780047,0.8118373,0
0.31925598,0.78251225,0
0.31409505,0.7954929,0
0.30329108,0.8239192,0
0.30538565,0.81866074,0
0.30518696,0.81865084,0
0.30547303,0.8185828,0
0.33385968,0.7483576,0
0.36559716,0.6837133,0
0.36544326,0.6839529,0
0.36434743,0.6860922,0
0.36445215,0.6861543,0
0.38113138,0.65609974,0
0.3811525,0.65613353,0
0.44129628,0.56666607,0
0.43889537,0.56986463,0
0.43889537,0.56986463,0
0.43203285,0.5783597,0
0.44779778,0.5581937,0
0.47020954,0.53169984,0
0.47014737,0.531791,0
0.47014737,0.531791,0
0.43246296,0.5777215,0
0.39677405,0.63005817,0
0.34941444,0.7154463,0
0.3495248,0.71540314,0
0.34944117,0.71537125,0
0.35205403,0.7098577,0
0.33376193,0.7491042,0
0.37187955,0.6723714,0
0.3586306,0.69710076,0
0.30495483,0.8195752,0
0.31320867,0.79795736,0
0.3133119,0.7978901,0
0.34001115,0.73513275,0
0.32417497,0.77109754,0
0.3396538,0.73580086,0
0.35340822,0.7070289,0
0.35354912,0.70721936,0
0.3535265,0.70721436,0
0.3534545,0.70716417,0
0.3777261,0.66179097,0
0.36579537,0.6831104,0
0.3657773,0.6830835,0
0.36607426,0.683285,0
0.36594605,0.6831073,0
0.3657873,0.6829621,0
0.3661105,0.6830037,0
0.3365958,0.7427073,0
0.31016314,0.80562377,0
0.3103816,0.80547315,0
0.29496574,0.8475633,0
0.29484573,0.8475213,0
0.29375568,0.85079074,0
0.29378924,0.8509285,0
0.29385003,0.8509362,0
0.2936859,0.8509424,0
0.30962855,0.8071278,0
0.30963886,0.80709195,0
0.30987757,0.807064,0
0.30963185,0.80702966,0
0.3096189,0.80702657,0
0.3096189,0.80702657,0
0.30962998,0.80707574,0
0.37020504,0.6749204,0
0.314778,0.7942957,0
0.29666704,0.8422152,0
0.28410366,0.8795524,0
0.27448177,0.91056025,0
0.27449775,0.9105966,0
0.2749422,0.90904695,0
0.2749571,0.90899307,0
0.28717655,0.86997193,0
0.31359488,0.7967053,0
0.31381583,0.7967762,0
0.32697493,0.76476157,0
0.37232396,0.67154795,0
0.39741692,0.6289796,0
0.3738341,0.66861707,0
0.32545176,0.7681252,0
0.30462503,0.8205657,0
0.31156746,0.8022406,0
0.3623207,0.6899123,0
0.42353743,0.59055334,0
0.42299405,0.5904211,0
0.44422114,0.562309,0
0.44432974,0.56240356,0
0.6066069,0.41196638,0
0.57461154,0.43504134,0
0.53701395,0.46552455,0
0.5369525,0.46540877,0
0.61389357,0.40719485,0
0.59984547,0.4167251,0
0.6555533,0.3812245,0
0.6556357,0.38145614,0
0.6557071,0.38123548,0
0.6556794,0.38125294,0
0.61204636,0.40841916,0
0.6120206,0.40832716,0
0.67194176,0.37195846,0
0.47269595,0.52861756,0
0.3985084,0.62676305,0
0.39869672,0.62699145,0
0.39865825,0.6269041,0
0.3987396,0.62670565,0
0.4565204,0.5475647,0
0.4549372,0.5494396,0
0.47331044,0.52805746,0
0.47321627,0.52808285,0
0.4732949,0.5282158,0
0.47313756,0.52813315,0
0.4729616,0.5282167,0
0.51612234,0.48407862,0
0.5163802,0.4842009,0
0.5439745,0.45963857,0
0.5437981,0.4589389,0
0.54501086,0.45926416,0
0.54465765,0.45886272,0
0.54463965,0.45869195,0
0.4875736,0.51251346,0
0.38474497,0.64980763,0
0.38467276,0.64964736,0
0.41558227,0.6013308,0
0.41566536,0.6014411,0
0.40937164,0.61077183,0
0.38807884,0.6441583,0
0.3882038,0.64416826,0
0.38830382,0.64424276,0
0.45752943,0.5458685,0
0.45804778,0.54546374,0
0.43058747,0.5806149,0
0.38509274,0.6486329,0
0.38528994,0.64872473,0
0.3852731,0.6487623,0
0.4271455,0.5850085,0
0.42734796,0.585144,0
0.4389136,0.56972855,0
0.43851465,0.56971306,0
0.51552767,0.48459595,0
0.51556444,0.4846494,0
0.56371516,0.44333455,0
0.56386966,0.44339013,0
0.56391174,0.4434688,0
0.46012425,0.5430637,0
0.39426777,0.6337798,0
0.35435238,0.70520836,0
0.3211851,0.7784294,0
0.35327744,0.70739573,0
0.3845682,0.64975256,0
0.3845682,0.64975256,0
0.35493898,0.7042124,0
0.47739428,0.5237101,0
0.5612391,0.4455263,0
0.6059162,0.41245162,0
0.5486093,0.45576876,0
0.5485872,0.45577747,0
0.6404014,0.3901777,0
0.6946336,0.3596202,0
0.72008777,0.3471378,0
0.6571256,0.38034198,0
0.6575007,0.38004684,0
0.60281444,0.41456413,0
0.64489627,0.38754383,0
0.5624645,0.44419473,0
0.562636,0.44434646,0
0.6076884,0.41111353,0
0.4510699,0.55440414,0
0.5071069,0.4930248,0
0.39658317,0.63016886,0
0.40325603,0.61953354,0
0.4036087,0.6195759,0
0.4036087,0.6195759,0
0.40323448,0.61956847,0
0.45822412,0.54562145,0
0.44269392,0.56472415,0
0.3288238,0.760521,0
0.36953816,0.6766351,0
0.36933234,0.6766363,0
0.34978268,0.71435195,0
0.3498575,0.71436036,0
0.33612078,0.7432878,0
0.35180262,0.71072465,0
0.3518873,0.7107548,0
0.3514433,0.71077347,0
0.3344532,0.7469369,0
0.339784,0.73571295,0
0.36300704,0.6882016,0
0.362921,0.68816346,0
0.36348775,0.6882012,0
0.36308026,0.68817407,0
0.41044322,0.6088375,0
0.3546063,0.70446557,0
0.35483563,0.7045688,0
0.39206433,0.636872,0
0.39250877,0.6370922,0
0.39240515,0.6370661,0
0.3922487,0.63705355,0
0.42837858,0.5834437,0
0.39713448,0.6291331,0
0.39726892,0.62909657,0
0.33064044,0.7565926,0
0.3302911,0.7564488,0
0.29232332,0.8548802,0
0.29063156,0.8603309,0
0.34304386,0.7289257,0
0.34280846,0.728794,0
0.34305352,0.72880834,0
0.34290498,0.7287199,0
0.31973174,0.7819713,0
0.302444,0.8264206,0
0.313165,0.79815495,0
0.3067543,0.8148153,0
0.30493256,0.8196915,0
0.30499703,0.819708,0
0.30135816,0.8294223,0
0.30110744,0.82941353,0
0.30128443,0.82944256,0
0.3197333,0.7817154,0
0.32695955,0.7644843,0
0.32704303,0.7642778,0
0.34084874,0.7330425,0
0.41733196,0.5992548,0
0.41737008,0.59925956,0
0.41717765,0.5990815,0
0.374831,0.6665401,0
0.37488103,0.66660583,0
0.38194853,0.65413064,0
0.4215223,0.5929055,0
0.5120048,0.48812887,0
0.5354821,0.46680853,0
0.53563464,0.46685898,0
0.62327415,0.40078363,0
0.62335694,0.40126622,0
0.62309045,0.40120453,0
0.6748141,0.37049457,0
0.5391213,0.46389738,0
0.6819403,0.3663191,0
0.68243873,0.36596644,0
0.68248314,0.36637735,0
0.6824922,0.36591178,0
0.6827955,0.36606455,0
0.5807169,0.4303335,0
0.5095362,0.49061686,0
0.45706722,0.546779,0
0.45714763,0.5468193,0
0.4866366,0.51351553,0
0.48669934,0.5135754,0
0.5122293,0.4879736,0
0.51224774,0.4879912,0
0.5122393,0.48800144,0
0.5121701,0.4879451,0
0.63608444,0.39295587,0
0.63587064,0.39283517,0
0.6359669,0.39306065,0
0.68087536,0.36717454,0
0.7040315,0.3550529,0
0.7306143,0.34213656,0
0.73632044,0.33948445,0
0.7577776,0.32986304,0
0.84093446,0.2973302,0
0.77129483,0.32407668,0
0.77131104,0.32417405,0
0.77121043,0.3240135,0
0.77142775,0.3239001,0
0.7716302,0.3240086,0
0.7715851,0.3238853,0
0.77174705,0.32407504,0
0.771497,0.3237613,0
0.77153224,0.3238931,0
0.7715722,0.3240402,0
0.77154106,0.32378346,0
0.8262944,0.30233064,0
0.8727493,0.28657258,0
0.895442,0.2790116,0
0.8954834,0.27917144,0
0.91966665,0.27181152,0
0.94459766,0.26468474,0
0.9445988,0.26467687,0
0.9458332,0.26428378,0
0.9458431,0.2641908,0
0.9454307,0.26411876,0
0.95769787,0.26119095,0
0.96844256,0.2580359,0
0.96556103,0.2588512,0
0.9666039,0.25855142,0
0.9618329,0.25996754,0
0.9618183,0.26000738,0
0.9561821,0.26136395,0
0.95432377,0.26185665,0
0.95047456,0.26302955,0
