alpha,beta,example
0.38171026,0.65152985,0
0.3686613,0.6772332,0
0.2836586,0.88106376,0
0.26890874,0.93189317,0
0.26671737,0.93157476,0
0.58091974,0.42835027,0
0.4824152,0.5155102,0
0.59298337,0.42089972,0
0.4206421,0.5917306,0
0.46946084,0.53178644,0
0.507104,0.49474993,0
0.5031369,0.49174458,0
0.5030857,0.49165595,0
0.5046385,0.4950259,0
0.5054031,0.49542117,0
0.5036537,0.49306226,0
0.5056907,0.4941646,0
0.33245167,0.75042224,0
0.33436683,0.75133747,0
0.32978103,0.7535441,0
0.31666785,0.7865934,0
0.318448,0.78656065,0
0.7912948,0.31555945,0
0.8503443,0.2931942,0
0.8413912,0.2967988,0
0.8418661,0.29550126,0
0.85892504,0.29119852,0
0.77298486,0.32246667,0
0.7730399,0.32112804,0
0.7743884,0.3241839,0
0.7777681,0.31790513,0
0.7783495,0.32047233,0
0.8070255,0.30880085,0
0.7351931,0.3397808,0
0.73426104,0.3376349,0
0.7376849,0.33660114,0
0.7399914,0.33788246,0
0.62518644,0.39981613,0
0.61809075,0.40358287,0
0.60742795,0.41057882,0
0.65653104,0.38020924,0
0.25371993,0.9820908,0
0.25476164,0.9820166,0
0.2533266,0.9821035,0
0.2552169,0.98229444,0
0.25386605,0.98223835,0
0.2537561,0.9823747,0
0.252619,0.9881273,0
0.57750046,0.43295354,0
0.5786978,0.43382156,0
0.4143606,0.60050756,0
0.51789486,0.4823153,0
0.51560795,0.4812907,0
0.5184472,0.48169276,0
0.60326594,0.4138885,0
0.60088533,0.41156796,0
0.60187566,0.4120951,0
0.3579349,0.6921087,0
0.35858142,0.6936471,0
0.46257362,0.54223377,0
0.61544466,0.40372097,0
0.61551094,0.399095,0
0.61789715,0.40566686,0
0.8207584,0.30282864,0
0.8587917,0.28939682,0
0.8587578,0.28921252,0
0.8590118,0.29001465,0
0.82492405,0.30217957,0
0.77785385,0.32020873,0
0.7039948,0.35560343,0
0.45951554,0.5373751,0
0.4634171,0.5378898,0
0.30257452,0.8242461,0
0.30368382,0.82425535,0
0.29941294,0.82996964,0
0.69658077,0.36012524,0
0.77612036,0.31992158,0
0.77714306,0.32226917,0
0.96457845,0.2569581,0
0.9645782,0.2565269,0
0.9645716,0.25645822,0
0.96655107,0.25863945,0
0.3474987,0.71558154,0
0.348329,0.71682113,0
0.4418567,0.5624749,0
0.44581392,0.56337935,0
0.44385183,0.561354,0
0.6191429,0.40329218,0
0.62116176,0.40405497,0
0.61909854,0.4018694,0
0.95649636,0.25926185,0
0.9564037,0.25952563,0
0.9565284,0.26169378,0
0.95609564,0.2608995,0
0.95595723,0.26017925,0
0.9321589,0.2663052,0
0.30342448,0.82710207,0
0.30049503,0.8255231,0
0.30233043,0.82645,0
0.7549287,0.33056396,0
0.36860785,0.6774285,0
0.3688196,0.67401284,0
0.5426329,0.4588644,0
0.6440298,0.38833126,0
0.6440889,0.38869223,0
0.7521562,0.33186072,0
0.75128764,0.32993102,0
0.7522715,0.33141032,0
0.6998392,0.3569683,0
0.7086357,0.3513894,0
0.70366526,0.35538477,0
0.8293869,0.2990465,0
0.8293869,0.2990465,0
0.8291535,0.2993559,0
0.8837711,0.28271756,0
0.88638186,0.28175744,0
0.8865602,0.2828636,0
0.88652605,0.28145465,0
0.8864002,0.28334996,0
0.8863881,0.28193602,0
0.8862676,0.28108126,0
0.94326115,0.26438785,0
0.25105685,0.9947708,0
0.25298315,0.9866393,0
0.2565499,0.9740192,0
0.25554162,0.97394353,0
0.25754878,0.97395974,0
0.55104125,0.45747647,0
0.38216594,0.6593532,0
0.38231125,0.65971524,0
0.37870958,0.6582382,0
0.35691208,0.70143116,0
0.5496349,0.45518854,0
0.3902712,0.6418479,0
0.38281533,0.65232456,0
0.38057312,0.65184045,0
0.38196573,0.65100944,0
0.45142847,0.5518337,0
0.7660953,0.32517454,0
0.7663889,0.32617065,0
0.7655017,0.3244362,0
0.7636977,0.3246154,0
0.76496196,0.32527852,0
0.7662515,0.32701802,0
0.76619136,0.32507762,0
0.7671811,0.32520446,0
0.4065761,0.61456794,0
0.403902,0.614412,0
0.26746354,0.93802506,0
0.2664592,0.9378538,0
0.265333,0.9409023,0
0.26910007,0.9299543,0
0.26636398,0.9382975,0
0.26843902,0.9296031,0
0.26801398,0.9296932,0
0.37314704,0.66868395,0
0.6129898,0.4074955,0
0.47232738,0.531565,0
0.4726301,0.5321656,0
0.47055602,0.52995163,0
0.30006742,0.82927907,0
0.29529083,0.8445688,0
0.2956867,0.8446347,0
0.7368034,0.33938792,0
0.680583,0.3657238,0
0.71648943,0.34949684,0
0.7148697,0.34807634,0
0.7151623,0.34805018,0
0.66902834,0.3730578,0
0.6715224,0.37286633,0
0.48487028,0.5128785,0
0.52944094,0.4724787,0
0.5246145,0.47248945,0
0.52737945,0.47149792,0
0.58019745,0.42886508,0
0.5278905,0.47041798,0
0.5271284,0.4699557,0
0.52947164,0.47155666,0
0.5297282,0.47240064,0
0.55599904,0.4495944,0
0.6373515,0.3894356,0
0.63732964,0.38953832,0
0.6375115,0.39009792,0
0.63971925,0.39133483,0
0.63906324,0.38974258,0
0.29241788,0.85200226,0
0.29352346,0.8521126,0
0.29195586,0.851247,0
0.3494886,0.71197635,0
0.348167,0.7122097,0
0.34740087,0.7139575,0
0.3494169,0.7147078,0
0.34833497,0.7141323,0
0.4905466,0.5099364,0
0.34140345,0.7300301,0
0.2875952,0.8655814,0
0.29888913,0.83351,0
0.38527063,0.64783376,0
0.38438502,0.64767814,0
0.3861821,0.64792883,0
0.3311736,0.753035,0
0.3299945,0.75179774,0
0.33041614,0.75195765,0
0.33161935,0.7506584,0
0.33148414,0.7506741,0
0.34933534,0.7161821,0
0.34752974,0.71440333,0
0.5168819,0.48318136,0
0.5163515,0.48219126,0
0.315004,0.790465,0
0.61330175,0.40645388,0
0.5458877,0.45729667,0
0.8759876,0.28430596,0
0.90146244,0.2765922,0
0.6110538,0.40910828,0
0.45262432,0.549105,0
0.453261,0.549369,0
0.28066936,0.8899587,0
0.27666894,0.90244454,0
0.27655578,0.90214694,0
0.26686254,0.938056,0
0.26427865,0.9436727,0
0.2629729,0.94362664,0
0.26532763,0.94294345,0
0.2651918,0.9439619,0
0.29590845,0.8424237,0
0.29824266,0.8430716,0
0.29492944,0.84520066,0
0.2943509,0.8446173,0
0.29277137,0.856452,0
0.27280283,0.9081567,0
0.32291037,0.7736672,0
0.85090667,0.29435095,0
0.8502327,0.29262963,0
0.8574426,0.289796,0
0.8327913,0.30091873,0
0.83566153,0.29926738,0
0.8354787,0.29915363,0
0.8430575,0.29672724,0
0.6913607,0.36029965,0
0.7664416,0.3261288,0
0.27794972,0.89931184,0
0.5772349,0.4321065,0
0.3092102,0.8066853,0
0.74013376,0.33800852,0
0.8023607,0.3118935,0
0.802456,0.31072447,0
0.5430389,0.4596406,0
0.57189125,0.43610623,0
0.46672037,0.53476727,0
0.60716987,0.40948698,0
0.3368842,0.7378867,0
0.33806863,0.7376266,0
0.3556337,0.7034244,0
0.35630074,0.70475733,0
0.45781732,0.54180974,0
0.4560942,0.54218197,0
0.45701852,0.5424423,0
0.35772762,0.69491154,0
0.35935634,0.69551235,0
0.3580498,0.69509006,0
0.64778674,0.38393283,0
0.6486105,0.38374114,0
0.66700846,0.3732634,0
0.5250547,0.4756576,0
0.5242127,0.4747359,0
0.8832602,0.28202614,0
0.6867968,0.36475673,0
0.74495965,0.3348448,0
0.716538,0.34910554,0
0.7153756,0.34857565,0
0.30267113,0.82439345,0
0.30382386,0.8200971,0
0.7766061,0.31916124,0
0.6984721,0.35881665,0
0.6980314,0.35488325,0
0.7480248,0.33633685,0
0.7481117,0.33458975,0
0.7489017,0.3326666,0
0.7514719,0.33193734,0
0.75151485,0.3309049,0
0.7513924,0.3306081,0
0.7514586,0.3325962,0
0.5950967,0.42037186,0
0.59237486,0.4194507,0
0.59386516,0.4211862,0
0.49717778,0.5036943,0
0.9036079,0.27688846,0
0.9351315,0.26813814,0
0.86257535,0.28799674,0
0.887416,0.27987397,0
0.8883424,0.28232613,0
0.88901484,0.2801099,0
0.684927,0.3635403,0
0.26000458,0.9582299,0
0.2590314,0.9613415,0
0.4093678,0.6104766,0
0.40948978,0.6107417,0
0.5174869,0.4822987,0
0.5180192,0.48292378,0
0.72577447,0.34291744,0
0.28685665,0.8715383,0
0.28414387,0.871916,0
0.28655973,0.8713208,0
0.2987641,0.83469224,0
0.47095224,0.5297635,0
0.67097735,0.37177864,0
0.6887796,0.3619522,0
0.62116,0.4007363,0
0.62109375,0.4014905,0
0.608786,0.40977886,0
0.465758,0.53425425,0
0.46649098,0.53745484,0
0.466925,0.53697443,0
0.7380131,0.33876908,0
0.8375275,0.29783073,0
0.837183,0.29748616,0
0.8742913,0.2860691,0
0.914383,0.27355057,0
0.98767495,0.25419667,0
0.9889402,0.25358123,0
0.9889232,0.25281742,0
0.9889521,0.2517309,0
0.9888755,0.25105438,0
0.9888081,0.2537103,0
0.9888353,0.25145265,0
0.9888122,0.25091648,0
0.98974913,0.25308558,0
0.9897411,0.2517248,0
0.9905036,0.2518863,0
0.9915153,0.25200558,0
0.98897845,0.25269493,0
0.99579525,0.25092915,0
0.55152947,0.45066917,0
0.5533724,0.45284188,0
0.5521711,0.4508546,0
0.6959173,0.35916796,0
0.7407377,0.33857426,0
0.7286638,0.3441709,0
0.72829336,0.34382755,0
0.72723556,0.3430604,0
0.72822523,0.34415123,0
0.87889427,0.2853572,0
0.4383931,0.5680205,0
0.43857956,0.56815135,0
0.29989645,0.83354646,0
0.29478166,0.84860617,0
0.3075663,0.810059,0
0.30626652,0.8097722,0
0.6693014,0.3750296,0
0.66942763,0.37090296,0
0.4268212,0.58750063,0
0.42446718,0.58458006,0
0.5943472,0.417487,0
0.5951515,0.41947362,0
0.8909753,0.27985528,0
0.8305713,0.30209288,0
0.44707367,0.5565822,0
0.6295562,0.39457822,0
0.4946812,0.5061225,0
0.61649436,0.40327004,0
0.6174094,0.40510115,0
0.61512893,0.4031519,0
0.6981029,0.35686368,0
0.32997575,0.7576305,0
0.33101055,0.75718206,0
0.30225548,0.8291025,0
0.39729384,0.6308388,0
0.31607386,0.7883255,0
0.316233,0.78863806,0
0.31809685,0.7886412,0
0.30832106,0.8150787,0
0.30548945,0.8133209,0
0.3114215,0.79529697,0
0.3129392,0.79463124,0
0.28663397,0.86979985,0
0.7677807,0.3261237,0
0.47240654,0.52548325,0
0.66287225,0.37894642,0
0.6614306,0.37605783,0
0.6920755,0.35972577,0
0.6756948,0.36815533,0
0.74295807,0.3359957,0
0.35844254,0.6960689,0
0.5313918,0.4705443,0
0.5319802,0.46961528,0
0.5320832,0.46990043,0
0.5319603,0.46977085,0
0.36942834,0.67647153,0
0.3119797,0.8005922,0
0.31091508,0.8001512,0
0.31792614,0.78579307,0
0.31750646,0.78551084,0
0.3086233,0.80655134,0
0.3119602,0.80448085,0
0.34926713,0.7125594,0
0.35058475,0.71090084,0
0.33797187,0.7392602,0
0.33788738,0.73928535,0
0.26779112,0.9272605,0
0.27629322,0.9083462,0
0.2747235,0.9082968,0
0.27595484,0.90396684,0
0.27411225,0.9036455,0
0.27133006,0.9199869,0
0.32343945,0.7705877,0
0.32345697,0.7714027,0
0.39924622,0.6243773,0
0.6207368,0.40279937,0
0.6136568,0.4058738,0
0.61289054,0.40677652,0
0.6118208,0.40565333,0
0.45767686,0.54743326,0
0.45608515,0.54339945,0
0.4582292,0.54801255,0
0.4570827,0.54493874,0
0.5598431,0.44818842,0
0.4593626,0.54152226,0
0.38474855,0.6469918,0
0.96817523,0.25755388,0
0.9672027,0.2569786,0
0.9672089,0.25684682,0
0.96666026,0.2569884,0
0.35897237,0.69137454,0
0.66092426,0.37557113,0
0.26498067,0.9377064,0
0.26520658,0.93758494,0
0.2554473,0.97414464,0
0.26150873,0.9505925,0
0.26268777,0.95013595,0
0.26308993,0.94816786,0
0.2679807,0.9316956,0
0.28029713,0.8906302,0
0.29010868,0.85595,0
0.2921691,0.85611224,0
0.36209697,0.68923295,0
0.36105633,0.6885123,0
0.4515419,0.5483508,0
0.45360598,0.5522558,0
0.31800604,0.7814573,0
0.6995723,0.35584134,0
0.3173504,0.7873663,0
0.31616053,0.7843455,0
0.31794032,0.7873357,0
0.31624866,0.78663486,0
0.70680386,0.3523178,0
0.719874,0.3470372,0
0.37623048,0.66427684,0
0.29218978,0.85228044,0
0.2693359,0.92832744,0
0.27212813,0.9186729,0
0.27825472,0.8975597,0
0.30179337,0.8275261,0
0.6681277,0.3737785,0
0.9412267,0.26551098,0
0.95063835,0.2615314,0
0.3362433,0.74162656,0
0.33579013,0.742327,0
0.33810034,0.73729986,0
0.33257446,0.75147045,0
0.33305803,0.7525374,0
0.3314828,0.75180453,0
0.27423137,0.9060511,0
0.2688392,0.9318582,0
0.2736075,0.9078153,0
0.2758495,0.90834314,0
0.2750782,0.9088431,0
0.26812795,0.9357732,0
0.2814484,0.88500124,0
0.28654048,0.8719113,0
0.28951746,0.8622056,0
0.28819215,0.8619523,0
0.29845327,0.835561,0
0.2850969,0.8759102,0
0.29433623,0.84458333,0
0.295952,0.84466296,0
0.29425758,0.84494823,0
0.7217295,0.34476164,0
0.628171,0.3981775,0
0.29121903,0.8562504,0
0.61710036,0.40357995,0
0.6494306,0.38300392,0
0.59530044,0.4214326,0
0.59498584,0.42040128,0
0.8089245,0.3092258,0
0.8078007,0.3086724,0
0.4307144,0.57996714,0
0.37482876,0.665258,0
0.35073102,0.71028113,0
0.40018228,0.6242542,0
0.41255248,0.60471374,0
0.41383693,0.6036498,0
0.48457995,0.515628,0
0.5041248,0.4942474,0
0.46660236,0.5351766,0
0.25626394,0.9746133,0
0.27504402,0.9048802,0
0.34167895,0.7320499,0
0.36780193,0.67655075,0
0.36983728,0.6752001,0
0.3694053,0.6746893,0
0.37111115,0.67271084,0
0.84589654,0.29533616,0
0.8714092,0.286935,0
0.9599409,0.2601144,0
0.9599354,0.25945196,0
0.9598201,0.2596535,0
0.9598201,0.2596535,0
0.95947576,0.2606463,0
0.96323824,0.25969142,0
0.96335167,0.25865766,0
0.9632749,0.2578964,0
0.96344656,0.2590573,0
0.9634634,0.2593535,0
0.9634282,0.25821465,0
0.7312508,0.34270382,0
0.7287073,0.34086868,0
0.72899264,0.34100404,0
0.79875994,0.31313023,0
0.8538377,0.2922862,0
0.72634345,0.34374002,0
0.61693424,0.40466493,0
0.6184069,0.4048513,0
0.57446074,0.43467245,0
0.36726496,0.6784641,0
0.3361662,0.74351376,0
0.5806492,0.43220526,0
0.5394774,0.4576498,0
0.5392491,0.46132624,0
0.5404378,0.46074736,0
0.47944504,0.5214579,0
0.45173204,0.5543926,0
0.50940716,0.49246213,0
0.5374657,0.4656629,0
0.5363194,0.46397024,0
0.5363194,0.46397024,0
0.5880591,0.4239827,0
0.5662858,0.44174552,0
0.56475884,0.43837485,0
0.56749624,0.44088835,0
0.56481063,0.43700024,0
0.41320488,0.6043433,0
0.41115332,0.6037137,0
0.38335952,0.65388674,0
0.3838944,0.65214247,0
0.48585638,0.51489407,0
0.48469105,0.51268816,0
0.48600137,0.5156788,0
0.481842,0.51541716,0
0.48158467,0.51521933,0
0.47948295,0.51716197,0
0.4800774,0.5203829,0
0.48025954,0.5205544,0
0.50021833,0.49961323,0
0.30632183,0.81324786,0
0.3077163,0.81411743,0
0.5078362,0.49559227,0
0.4935024,0.5074759,0
0.49262154,0.50501376,0
0.49334195,0.5056969,0
0.4951313,0.50602657,0
0.45650038,0.5472477,0
0.30144486,0.8258454,0
0.3779143,0.66082734,0
0.67288506,0.37037945,0
0.6727652,0.36898935,0
0.4126601,0.6003658,0
0.41331655,0.6007345,0
0.49438435,0.50654584,0
0.4932884,0.50465673,0
0.3880349,0.6446084,0
0.7857997,0.3180749,0
0.78415143,0.3175622,0
0.26167637,0.9542015,0
0.2616464,0.9541575,0
0.2616464,0.9541575,0
0.26086664,0.95783657,0
0.41675276,0.59931237,0
0.3062868,0.81383175,0
0.30568588,0.8135687,0
0.305365,0.8134131,0
0.30511948,0.81327033,0
0.30869678,0.81228155,0
0.3089981,0.8124179,0
0.31019425,0.81254095,0
0.30854565,0.811826,0
0.28149578,0.8846229,0
0.39550674,0.6296963,0
0.3295852,0.7613874,0
0.32894033,0.7596715,0
0.32894033,0.7596715,0
0.58018225,0.42854494,0
0.58146113,0.43012914,0
0.58187735,0.43042192,0
0.57863253,0.43370667,0
0.57687724,0.4314034,0
0.5770735,0.43240017,0
0.6457898,0.38529631,0
0.6463365,0.38783744,0
0.6467481,0.38790482,0
0.6473105,0.3852665,0
0.6324091,0.3965627,0
0.5823883,0.4278638,0
0.33420423,0.74795485,0
0.3363974,0.7405158,0
0.3503552,0.7114827,0
0.34957477,0.7112374,0
0.9058757,0.27606526,0
0.74506676,0.33414912,0
0.7162578,0.34818748,0
0.7168318,0.34810916,0
0.71730506,0.34877566,0
0.7648688,0.32520968,0
0.80834,0.30995876,0
0.8352403,0.30011746,0
0.83511907,0.2993371,0
0.3023778,0.8210684,0
0.8337034,0.29825446,0
0.9333954,0.2682259,0
0.933318,0.2660313,0
0.5615737,0.44430256,0
0.56285524,0.44607916,0
0.56180936,0.44142112,0
0.5674785,0.44225457,0
0.56697583,0.4397103,0
0.40922934,0.607498,0
0.41003013,0.6088931,0
0.41449174,0.6028124,0
0.41488448,0.60306156,0
0.41364548,0.60154915,0
0.4135776,0.60467833,0
0.43951824,0.5683252,0
0.4233409,0.58536214,0
0.42587793,0.58963287,0
0.54808116,0.45430672,0
0.5627521,0.44278565,0
0.8471666,0.29481712,0
0.7894422,0.31518897,0
0.7976169,0.3121666,0
0.796463,0.3113906,0
0.71790206,0.3458855,0
0.93861914,0.2665397,0
0.9385031,0.2654052,0
0.93825996,0.26625818,0
0.94775605,0.2623664,0
0.94676256,0.26348552,0
0.9470105,0.26625693,0
0.9469759,0.26439428,0
0.94705814,0.2629842,0
0.9458603,0.26223123,0
0.93736166,0.26528153,0
0.93714917,0.2668405,0
0.86576164,0.28862068,0
0.8655453,0.28788006,0
0.8701437,0.28617764,0
0.8710182,0.28707072,0
0.87633497,0.283558,0
0.87636256,0.28385502,0
0.8754425,0.28605998,0
0.8764097,0.28587484,0
0.91435546,0.27198043,0
0.429251,0.58048177,0
0.5080655,0.49034554,0
0.5096224,0.49170423,0
0.5082967,0.4898066,0
0.50988084,0.49043304,0
0.61314,0.40808952,0
0.61438185,0.40843716,0
0.61226594,0.40681523,0
0.87772995,0.28451055,0
0.87716943,0.28311148,0
0.78073335,0.3183596,0
0.37113947,0.6701114,0
0.6620805,0.3771114,0
0.66242254,0.37874067,0
0.66271824,0.37716812,0
0.66034824,0.3772283,0
0.8062117,0.3089952,0
0.8408278,0.2979082,0
0.9458062,0.2620615,0
0.69142926,0.36119157,0
0.6514682,0.3836188,0
0.50636274,0.49283457,0
0.26624542,0.9331158,0
0.39548278,0.63216376,0
0.39468098,0.6307374,0
0.39534345,0.63042074,0
0.4900825,0.50985044,0
0.4930522,0.50803274,0
0.5936288,0.41879836,0
0.2972032,0.84335905,0
0.31338313,0.79689497,0
0.32307526,0.77214,0
0.32309017,0.7720968,0
0.9158788,0.27228448,0
0.7668415,0.3255943,0
0.7669022,0.32516575,0
0.7941073,0.3153357,0
0.79415363,0.31349525,0
0.73855615,0.33848563,0
0.6543083,0.38205287,0
0.65381765,0.3822027,0
0.5782567,0.43080375,0
0.49392727,0.50404376,0
0.49441954,0.50398266,0
0.49366248,0.5026922,0
0.42164877,0.5922338,0
0.33148536,0.75175816,0
0.3523512,0.7072119,0
0.29300424,0.85317856,0
0.29315117,0.8532196,0
0.39935946,0.6266322,0
0.39967826,0.6266836,0
0.39840868,0.62377363,0
0.40282375,0.62058985,0
0.40244836,0.62006485,0
0.40216517,0.61990654,0
0.36821973,0.6788263,0
0.3657073,0.678546,0
0.39197895,0.63418204,0
0.32802108,0.75917673,0
0.32802108,0.75917673,0
0.32885784,0.760688,0
0.34985125,0.71534467,0
0.34985125,0.71534467,0
0.28193417,0.891035,0
0.31379792,0.7928115,0
0.31345236,0.7925984,0
0.3159178,0.7924003,0
0.6593331,0.37861407,0
0.6600858,0.3799134,0
0.6691429,0.3740167,0
0.66933906,0.37395096,0
0.28833947,0.8690828,0
0.27012983,0.92322123,0
0.2588383,0.96327645,0
0.26046246,0.9632421,0
0.25745168,0.9635234,0
0.25807068,0.9635509,0
0.25830594,0.9635733,0
0.33256462,0.74774545,0
0.33325845,0.74385536,0
0.42720318,0.5802878,0
0.42672563,0.5796339,0
0.44483125,0.565105,0
0.4409863,0.564491,0
0.37263364,0.66964674,0
0.36901197,0.67603225,0
0.36935425,0.6761249,0
0.36889166,0.67586434,0
0.3445967,0.7228197,0
0.35401866,0.7035061,0
0.7750601,0.32158583,0
0.45546743,0.54563916,0
0.45821851,0.54697496,0
0.4569572,0.54510564,0
0.41803142,0.5974134,0
0.4199576,0.5974712,0
0.5587411,0.44413126,0
0.48505133,0.5128409,0
0.5197146,0.47748634,0
0.5237029,0.47903314,0
0.5199435,0.48055884,0
0.5202727,0.47884282,0
0.74749947,0.33363694,0
0.7477576,0.3341928,0
0.722616,0.34359938,0
0.72265565,0.34693354,0
0.72194374,0.34459695,0
0.32083,0.7784305,0
0.6343385,0.39315963,0
0.39137653,0.6367759,0
0.39318675,0.6355253,0
0.29739913,0.84159917,0
0.29672644,0.8415604,0
0.29623199,0.84713143,0
0.9220727,0.27086496,0
0.30291262,0.82415223,0
0.3029939,0.82414067,0
0.29757017,0.84170634,0
0.30071798,0.83248323,0
0.30151978,0.8324364,0
0.30012962,0.832777,0
0.6261895,0.3980525,0
0.62877226,0.39998528,0
0.62811756,0.39490595,0
0.29653916,0.84788656,0
0.2895815,0.8566427,0
0.29025537,0.85651976,0
0.29094005,0.8540725,0
0.46943578,0.5292568,0
0.4579023,0.5422255,0
0.5749997,0.43515655,0
0.5745235,0.43436077,0
0.37255448,0.67026436,0
0.75675875,0.32976493,0
0.3313526,0.75211287,0
0.33143213,0.7512646,0
0.8891564,0.28216603,0
0.88902664,0.28066537,0
0.88979703,0.27947092,0
0.8897155,0.28049922,0
0.5760867,0.43318903,0
0.361923,0.68759525,0
0.3637085,0.68786865,0
0.35923192,0.6864065,0
0.3604696,0.6867834,0
0.36223313,0.68682426,0
0.36457682,0.68795794,0
0.3643274,0.6875258,0
0.3648806,0.6874528,0
0.3662002,0.68834233,0
0.36557806,0.68818086,0
0.36557806,0.68818086,0
0.36272597,0.68798274,0
0.3670407,0.6807128,0
0.36538774,0.68206626,0
0.34321386,0.73336005,0
0.33767274,0.7329204,0
0.33719426,0.733049,0
0.3278313,0.75818473,0
0.4902791,0.5120462,0
0.48517278,0.5111854,0
0.48736435,0.5126285,0
0.48789427,0.51082635,0
0.513494,0.48473665,0
0.6781831,0.36874247,0
0.36139494,0.6912519,0
0.48981506,0.5084716,0
0.5871385,0.426604,0
0.587926,0.42728373,0
0.31945035,0.7839375,0
0.32603002,0.76333934,0
0.40874335,0.6108203,0
0.37442905,0.6671519,0
0.5258421,0.47380733,0
0.5254235,0.47341213,0
0.58455473,0.42510512,0
0.58459926,0.42494652,0
0.5885827,0.42580992,0
0.58573216,0.42377254,0
0.58671176,0.42607823,0
0.4519651,0.55470216,0
0.45328248,0.55309695,0
0.36073536,0.69432414,0
0.61765736,0.40566292,0
0.61718374,0.40372625,0
0.49422666,0.50621915,0
0.5845135,0.42771515,0
0.59029275,0.42353395,0
0.5912401,0.4246822,0
0.5883865,0.42500144,0
0.3844304,0.64755774,0
0.5494528,0.45322773,0
0.5607387,0.44404703,0
0.57180786,0.43784666,0
0.65967613,0.37820786,0
0.66033727,0.37977758,0
0.8441321,0.29617232,0
0.34579632,0.7198705,0
0.9287578,0.26745427,0
0.85458475,0.2931541,0
0.85459846,0.2927887,0
0.28145817,0.88392746,0
0.27521423,0.910426,0
0.63886666,0.39215222,0
0.63755417,0.39068183,0
0.6325881,0.3951024,0
0.504157,0.49431264,0
0.50533265,0.49846607,0
0.50428647,0.49740618,0
0.50119853,0.4926396,0
0.51024026,0.494021,0
0.5035189,0.4903484,0
0.507108,0.4972192,0
0.29326555,0.84706503,0
0.29505906,0.8479656,0
0.2935777,0.8471633,0
0.29431218,0.8470428,0
0.29431218,0.8470428,0
0.28798744,0.863389,0
0.73999506,0.3360485,0
0.73997074,0.33648258,0
0.73486775,0.33871835,0
0.73666346,0.33943012,0
0.7503517,0.3336967,0
0.5490399,0.45385385,0
0.54918474,0.4549554,0
0.54044425,0.4623089,0
0.5388692,0.4610043,0
0.5398605,0.46449444,0
0.6210933,0.40230554,0
0.5560211,0.4470334,0
0.74647194,0.33506966,0
0.74928445,0.3320034,0
0.46926683,0.5310972,0
0.81877476,0.30403996,0
0.8234126,0.3046815,0
0.8235852,0.3058739,0
0.82413363,0.29978588,0
0.58990806,0.42480788,0
0.58906186,0.42183283,0
0.59061885,0.42398623,0
0.59021413,0.42246148,0
0.41099617,0.6058573,0
0.40946436,0.60528016,0
0.5945737,0.41849154,0
0.54428357,0.4610038,0
0.542518,0.4562369,0
0.54195136,0.45604107,0
0.55077654,0.45155153,0
0.5528424,0.4523899,0
0.3984513,0.62623864,0
0.39910594,0.625296,0
0.84764254,0.29433233,0
0.84689194,0.29481637,0
0.8687615,0.288412,0
0.8688584,0.2871418,0
0.90908676,0.27413964,0
0.36873624,0.6755926,0
0.44313914,0.56187433,0
0.44229493,0.5606653,0
0.5130609,0.48462036,0
0.40320563,0.6166669,0
0.40864447,0.6169166,0
0.40505672,0.61660326,0
0.46247804,0.5407154,0
0.46169102,0.539614,0
0.46256545,0.5400789,0
0.52581495,0.4734927,0
0.527687,0.4747977,0
0.52566075,0.47245646,0
0.52630126,0.4731758,0
0.5477747,0.4550861,0
0.5478041,0.4558337,0
0.5488138,0.45626396,0
0.5496737,0.45783213,0
0.5491733,0.45047924,0
0.54980505,0.45044556,0
0.5532211,0.45239457,0
0.5523742,0.45286772,0
0.5514048,0.4520564,0
0.49814186,0.5019428,0
0.4971134,0.5012007,0
0.441213,0.56525046,0
0.4409829,0.56521416,0
0.44189435,0.56652844,0
0.3047796,0.815513,0
0.37121215,0.674206,0
0.35557175,0.70401394,0
0.35407364,0.70238715,0
0.50194293,0.50031406,0
0.49895492,0.4965127,0
0.50173014,0.49882105,0
0.6403673,0.390757,0
0.62538755,0.40046278,0
0.26683062,0.93863213,0
0.393871,0.6298178,0
0.9472181,0.26467103,0
0.9472296,0.2643993,0
0.9472393,0.26367646,0
0.9422235,0.26544145,0
0.9418743,0.26578638,0
0.9462494,0.26432517,0
0.96541446,0.2577219,0
0.43743223,0.568444,0
0.81920576,0.305218,0
0.3453289,0.72157425,0
0.705043,0.35371682,0
0.6664644,0.37146404,0
0.66707945,0.37221816,0
0.8274857,0.30025578,0
0.8278713,0.30160722,0
0.82838064,0.301049,0
0.82842946,0.30228293,0
0.7542735,0.3313031,0
0.3632699,0.6883625,0
0.48875144,0.5082119,0
0.67100656,0.36855376,0
0.732273,0.3416628,0
0.420299,0.59205157,0
0.47248456,0.52466506,0
0.47304332,0.52461237,0
0.5923704,0.4199155,0
0.4003304,0.6276856,0
0.400661,0.6241927,0
0.3991282,0.62378955,0
0.5298053,0.47167644,0
0.25104102,0.99558794,0
0.25233403,0.99559325,0
0.25344238,0.9858554,0
0.25344238,0.9858554,0
0.25386637,0.99063444,0
0.24956837,0.9907617,0
0.24988617,0.9905408,0
0.24994077,0.99054575,0
0.2531921,0.989999,0
0.3651901,0.6801418,0
0.44882002,0.55767906,0
0.44882002,0.55767906,0
0.53553396,0.46312472,0
0.54028285,0.46105266,0
0.5146118,0.4858767,0
0.41271323,0.603145,0
0.41301918,0.60367876,0
0.61729074,0.40382856,0
