beta,alpha
0.26192325,0.9512767
0.47639674,0.5237732
0.45695215,0.5470784
0.46682298,0.53603846
0.48798725,0.51325965
0.4785891,0.5227023
0.4717584,0.53039443
0.44821605,0.5574138
0.48797953,0.5124676
0.43564653,0.57338
0.46430612,0.5392176
0.47933596,0.52018636
0.4930194,0.506442
0.48493776,0.5159091
0.45059958,0.5528293
0.4779048,0.52420497
0.48913598,0.5116583
0.49675232,0.5038774
0.4472201,0.55965555
0.45418888,0.5515806
0.4604725,0.54377496
0.4856293,0.5140739
0.45634642,0.5471627
0.47340193,0.52855486
0.45751113,0.54723907
0.48267886,0.5178926
0.47043484,0.53177315
0.4852185,0.5149525
0.48008063,0.5218087
0.46210763,0.54022104
0.49521413,0.50440925
0.48787767,0.5125463
0.4844187,0.51717967
0.480022,0.5205468
0.4734341,0.5279667
0.48802188,0.513984
0.500663,0.4988779
0.48866522,0.5116414
0.46147403,0.54184175
0.48034203,0.5202762
0.4757865,0.5258471
0.48872438,0.5109202
0.44988188,0.555758
0.48431623,0.5163208
0.4373332,0.57085997
0.45152315,0.55509037
0.44781944,0.55896235
0.4886172,0.5121274
0.49287203,0.50841427
0.48820558,0.5119018
0.45986953,0.54393893
0.45602593,0.54895717
0.46610326,0.537041
0.4820554,0.5192718
0.49289393,0.5085037
0.48314697,0.5188606
0.48772058,0.5134759
0.45660642,0.5487394
0.46608344,0.53675056
0.47965023,0.5216095
0.45219213,0.55457133
0.47103265,0.5303171
0.4738582,0.5260289
0.48116904,0.51991487
0.47843087,0.5232751
0.48712075,0.5136567
0.4794543,0.52199197
0.49105304,0.507888
0.45149347,0.5560837
0.4342426,0.57484293
0.47744405,0.5234055
0.45010662,0.5549783
0.47397918,0.5259674
0.47340816,0.52864635
0.48094624,0.52012223
0.45381916,0.5498774
0.48800084,0.51152825
0.4807237,0.5209667
0.4549479,0.54971856
0.47172898,0.52974594
0.4748532,0.527961
0.4905095,0.5099414
0.47466844,0.5259533
0.45776856,0.5469415
0.47253412,0.5295437
0.4859351,0.51720166
0.44098288,0.56723815
0.47794506,0.52388376
0.4827148,0.51927847
0.46648002,0.53715116
0.43707427,0.5711136
0.46664634,0.5348504
0.4955581,0.50503904
0.47725812,0.5227206
0.48650232,0.5146972
0.4506264,0.55366665
0.48871097,0.51143557
0.45152605,0.5543556
0.44678771,0.56050426
0.4736264,0.52910966
0.4821356,0.51898265
0.4892729,0.5107159
0.5004354,0.49953157
0.4838285,0.51714605
0.49536106,0.5040012
0.47475138,0.52647585
0.44128004,0.56565493
0.5053683,0.4950003
0.45201123,0.5530825
0.48798093,0.51246315
0.41907644,0.5962247
0.4641709,0.53876233
0.48442182,0.5165767
0.4982427,0.50217605
0.48406947,0.5168884
0.4706942,0.5307815
0.5226431,0.4780885
0.45293525,0.55379266
0.45904112,0.54476154
0.4776407,0.52301574
0.4503446,0.5549499
0.45567378,0.54950243
0.48177376,0.51841146
0.46174967,0.5412039
0.44084197,0.56465083
0.4705164,0.5309827
0.4575867,0.5461382
0.5346706,0.4675308
0.47393122,0.52716494
0.44895414,0.55690265
0.48323086,0.51772064
0.47051948,0.53028685
0.4855807,0.5158188
0.4697036,0.53166795
0.4490932,0.5558712
0.47129378,0.53084517
0.49823508,0.5006322
0.44882622,0.5568103
0.46896553,0.53439975
0.31201252,0.79738295
0.47099704,0.53077203
0.4592641,0.54442155
0.49213484,0.5085839
0.47438666,0.5260702
0.4780908,0.523033
0.4928583,0.50696325
0.48330125,0.51672345
0.4575659,0.547293
0.48264286,0.51745266
0.4604297,0.5434753
0.48773864,0.51246583
0.4435911,0.56570935
0.49208647,0.50912166
0.43212858,0.5774581
0.45470092,0.551218
0.48190674,0.5176918
0.47464743,0.5272461
0.4536858,0.54982394
0.47305706,0.52557963
0.47921592,0.5216496
0.46218228,0.54149663
0.48251092,0.51845837
0.4360636,0.5728704
0.45388973,0.5508065
0.45246315,0.551269
0.47206628,0.5314287
0.47184008,0.5306024
0.4977953,0.50172204
0.4628271,0.5402093
0.48748842,0.51133174
0.4799984,0.5218033
0.48059237,0.5191852
0.47820297,0.52289546
0.5101864,0.49079877
0.4745661,0.52664244
0.4560971,0.54723823
0.4732161,0.5280986
0.45813182,0.54646665
0.44878843,0.55712485
0.47024852,0.53168225
0.4843637,0.51558316
0.48806745,0.5119959
0.43828312,0.5684826
0.5185703,0.4823087
0.4755589,0.52634376
0.4719813,0.5290226
0.46899572,0.5332263
0.47805333,0.5241547
0.47470474,0.52822524
0.4748623,0.5267994
0.47389674,0.52702475
0.4577766,0.54555416
0.49136353,0.5083416
0.454831,0.5482668
0.4957546,0.504489
0.479512,0.5226676
0.44862512,0.55712086
0.49529493,0.50415856
0.47528222,0.5264478
0.458125,0.5461281
0.49223596,0.5084481
0.46521255,0.53756064
0.44085008,0.5686504
0.5420167,0.5537544
0.4921793,0.50858486
0.47468063,0.5282842
0.44021893,0.56933296
0.46425074,0.5384466
0.45677534,0.5468739
0.46222228,0.54162145
0.47006595,0.5320033
0.47122478,0.53061503
0.49896654,0.5013776
0.49540904,0.503751
0.49275002,0.50813735
0.4813419,0.5182721
0.48113972,0.5193554
0.45860624,0.5459274
0.47910193,0.5208376
0.47932178,0.52052
0.47916162,0.5229375
0.48500147,0.51611483
0.45742723,0.546751
0.42961428,0.58074987
0.49257195,0.50717056
0.48179635,0.5202776
0.44245788,0.56465995
0.47636506,0.5268402
0.4392315,0.56845295
0.45553774,0.54899406
0.48473817,0.5156688
0.44710428,0.55869234
0.4526457,0.5525872
0.4440525,0.56263816
0.47471732,0.52878046
0.49397993,0.506589
0.4656564,0.53656805
0.42301878,0.5911706
0.48417935,0.5159006
0.44262874,0.56419283
0.50585836,0.4942666
0.43523133,0.57466906
0.4795741,0.520606
0.50086004,0.49743602
0.48726493,0.51169527
0.452307,0.5526041
0.48799077,0.51232415
0.46172497,0.5436793
0.47951987,0.52240676
0.4799608,0.5206429
0.4511899,0.5547504
0.43558425,0.57295305
0.4941966,0.50552326
0.47959846,0.5227014
0.45528623,0.5485776
0.48440737,0.5151111
0.4740967,0.52614826
0.49696144,0.5028714
0.48137823,0.5176792
0.43518955,0.57456213
0.49555868,0.5042485
0.5309825,0.47101337
0.44656318,0.55958533
0.45539466,0.54867226
0.47403607,0.52749085
0.45112827,0.55450094
0.43399936,0.57582164
0.4809664,0.51888824
0.45963144,0.54536474
0.4868482,0.51176274
0.498365,0.50273484
0.4890024,0.51127285
0.44452682,0.5632728
0.46018332,0.54318327
0.4825559,0.5193378
0.46892065,0.53125614
0.47241077,0.52886254
0.4335628,0.57607645
0.4499445,0.555625
0.47998434,0.5215331
0.48072764,0.5185413
0.48337793,0.51852894
0.48654476,0.51378006
0.43814936,0.5726641
0.468993,0.53299934
0.45818081,0.5453671
0.4836977,0.51636624
0.48589715,0.5137129
0.44938636,0.5567472
0.49182725,0.509257
0.4839355,0.51596355
0.4784108,0.5226904
0.45461053,0.55092263
0.46836242,0.5337742
0.46099657,0.5428205
0.47567067,0.5254917
0.46906048,0.5348375
0.4671253,0.5353507
0.47944048,0.5209628
0.48119652,0.5198085
0.43986377,0.56949544
0.49042326,0.51032317
0.4843257,0.5148203
0.47792378,0.5238004
0.45564976,0.5496775
0.43979332,0.56838727
0.49516442,0.50415736
0.4770755,0.5245996
0.48407546,0.51804703
0.4693876,0.53095645
0.44283262,0.5626432
0.46245274,0.5409098
0.47320032,0.5280175
0.47000414,0.5327563
0.48413646,0.5155373
0.4972077,0.5024144
0.47495854,0.5267628
0.48262143,0.51715976
0.48099273,0.5200007
0.48873293,0.5117458
0.4692655,0.5339099
0.4884839,0.51172465
0.4441926,0.56204414
0.45599756,0.54886454
0.4515311,0.55286175
0.45098343,0.55304885
0.4897838,0.5119189
0.4678651,0.53568727
0.48824307,0.5137945
0.47712755,0.52495325
0.50183874,0.4971518
0.44169968,0.5636506
0.48024487,0.5210106
0.45272043,0.5512081
0.4470935,0.56060076
0.49640328,0.50404894
0.4765351,0.525745
0.4972611,0.5031627
0.4852962,0.5160036
0.48846623,0.51151615
0.49377522,0.5051226
0.43954018,0.5703267
0.4707881,0.5315494
0.49183998,0.5080421
0.49161345,0.50758004
0.4893021,0.5121132
0.47815806,0.5232805
0.4455573,0.56379575
0.4930941,0.50664663
0.4644621,0.539004
0.45871347,0.5458903
0.4779613,0.52208716
0.48293665,0.5183933
0.48686662,0.5138953
0.48154092,0.5197187
0.44841072,0.55811226
0.49142978,0.5107906
0.45037127,0.5533648
0.47085702,0.53177893
0.4809701,0.52046
0.47821534,0.52238935
0.46966094,0.5329367
0.44956183,0.55667806
0.4877001,0.5120932
0.49351215,0.5059018
0.47858787,0.5232812
0.4891041,0.5102056
0.4398087,0.56807965
0.4415319,0.5671175
0.4743637,0.526484
0.42877117,0.58299804
0.46349806,0.53942007
0.48237863,0.5185961
0.45427835,0.55112565
0.49568653,0.5039496
0.44222832,0.56752396
0.4984708,0.50382406
0.472451,0.52815205
0.4614093,0.5430243
0.47519174,0.5276867
0.49991938,0.49973524
0.47981402,0.52136827
0.45400572,0.5529685
0.4793178,0.52113813
0.4848815,0.51706487
0.49490565,0.5047608
0.48103845,0.5205775
0.4336145,0.57677925
0.45592216,0.54720277
0.4819455,0.51785004
0.45396456,0.5509905
0.44124073,0.56783473
0.4650896,0.53759724
0.49811223,0.50248307
0.46054655,0.5421276
0.48349562,0.51707834
0.49030438,0.5110873
0.64735067,0.5316
0.4749681,0.525352
0.481158,0.5195458
0.49172595,0.50739866
0.46060786,0.5432699
0.45876673,0.5459078
0.4842284,0.51600283
0.46153152,0.5431518
0.49333194,0.5059564
0.49630004,0.50294226
0.46447632,0.5374541
0.48017874,0.518626
0.4617364,0.5422405
0.46923143,0.533306
0.44020164,0.5678484
0.45018783,0.55329204
0.45120144,0.55331385
0.48822546,0.51169807
0.43602973,0.575207
0.4613722,0.54193956
0.49390283,0.5067646
0.4689094,0.53434
0.48343956,0.5158765
0.47964543,0.5222294
0.47071758,0.530132
0.48229092,0.5186964
0.4500281,0.5562373
0.45762902,0.54719305
0.47999522,0.52194345
0.4651574,0.5373151
0.48553225,0.514212
0.4678518,0.53420556
0.49633518,0.5028011
0.4830629,0.5178138
0.455675,0.5498092
0.4764547,0.5247379
0.4856683,0.5166171
0.4877128,0.5123262
0.4726473,0.5306505
0.4778118,0.5228007
0.44213587,0.5645816
0.4981456,0.5014851
0.49018696,0.5104199
0.4620855,0.5402904
0.4544541,0.5478372
0.48495203,0.5159013
0.44481495,0.5613604
0.4647591,0.5382218
0.45550326,0.5509962
0.49290907,0.506174
0.44459984,0.5617385
0.43548536,0.571644
0.47081134,0.5318025
0.5080307,0.49211323
0.4742245,0.5295835
0.43782952,0.57129914
0.45737734,0.54716384
0.45107988,0.5552588
0.4475222,0.55805683
0.45604455,0.54767406
0.4862492,0.51296216
0.48874152,0.5113607
0.44760436,0.5588171
0.48960727,0.51121354
0.47531384,0.5250551
0.7587776,0.53018403
0.4837496,0.516429
0.48323762,0.5180731
0.4550672,0.54980934
0.4917176,0.5079925
0.49947038,0.50070107
0.43871358,0.57017344
0.47767654,0.52384794
0.47959313,0.52105504
0.4569103,0.54554874
0.4629797,0.5396802
0.49093696,0.50809234
0.48012352,0.5217232
0.48531494,0.51520044
0.48893827,0.5107959
0.49572104,0.5049315
0.45965794,0.54210544
0.43721667,0.5715857
0.48332334,0.5168158
0.45529032,0.54824376
0.46395522,0.5403179
0.3195972,0.7805213
0.48974085,0.51228356
0.49180198,0.5098103
0.47682425,0.52318573
0.46947664,0.533804
0.4723096,0.52889854
0.5021621,0.49848425
0.47697827,0.52361876
0.4438716,0.5645088
0.4957408,0.5037598
0.4777389,0.52384925
0.49018294,0.50939107
0.48106652,0.5196728
0.44040063,0.56703895
0.44733042,0.5597777
0.47625327,0.52528405
0.44395766,0.5621287
0.47313082,0.5268741
0.49819934,0.50252527
0.4894685,0.5113665
0.48085693,0.5194672
0.48845023,0.5127315
0.4719032,0.5301139
0.4617361,0.5432986
0.33547425,0.7470407
0.47467113,0.526028
0.47891465,0.52440524
0.43432197,0.5756604
0.4755615,0.52742976
0.43904933,0.5684762
0.4706794,0.5314819
0.47564307,0.52721125
0.49838835,0.5004699
0.49049237,0.50888985
0.47375858,0.5273191
0.472596,0.52992195
0.48493227,0.5145392
0.47011536,0.53244716
0.47117865,0.53115654
0.47965887,0.52057177
0.49401447,0.5068005
0.49078572,0.51066625
0.49648777,0.50192565
0.47484934,0.525574
0.5299735,0.47165218
0.4697749,0.53267443
0.496215,0.5037998
0.48062164,0.52165216
0.43273506,0.5770952
0.4955226,0.5045374
0.56002384,0.44645354
0.4851519,0.51462597
0.4767685,0.52458924
0.4702237,0.5313648
0.47768074,0.5227967
0.48945326,0.50982076
0.44677073,0.55918264
0.47550517,0.52562803
0.49181926,0.50873315
0.46458152,0.537005
0.4829232,0.5188177
0.45742247,0.54597807
0.4850722,0.5186561
0.4719046,0.53001785
0.47979543,0.52128893
0.4922504,0.50781995
0.45747963,0.5465996
0.47996283,0.52076226
0.47721618,0.5241576
0.44091418,0.56702006
0.45709205,0.54681677
0.4574568,0.54610175
0.45587188,0.547668
0.45188168,0.55295247
0.45308834,0.5515288
0.4814756,0.5210493
0.442912,0.5654472
0.4510832,0.5531544
0.4527323,0.55267113
0.42922544,0.5816228
0.4985794,0.5021551
0.45324972,0.55246735
0.4946916,0.50526386
0.43886185,0.56882185
0.47669375,0.5251201
0.45640385,0.5470901
0.47516042,0.52813774
0.48880333,0.5108358
0.49006,0.5103989
0.478107,0.5210518
0.45333686,0.55102867
0.46198374,0.5396712
0.48411962,0.51646125
0.49456474,0.50571793
0.47962558,0.52225286
0.4501417,0.5555442
0.47524598,0.5259429
0.46952266,0.53354436
0.47175124,0.52821964
0.48051715,0.51970875
0.42877778,0.58301187
0.48300573,0.5171451
0.4440954,0.5651413
0.48450336,0.516816
0.47259322,0.5283857
0.45081273,0.5538795
0.45790717,0.5473842
0.49357897,0.50531554
0.4906484,0.5083531
0.4904919,0.5091607
0.49008727,0.5100464
0.49340525,0.5059199
0.455965,0.5502934
0.47523454,0.5264734
0.48443234,0.5161205
0.4850791,0.5150001
0.49150136,0.509367
0.48886234,0.510491
0.44502443,0.56326824
0.47268912,0.5302166
0.4820231,0.51948303
0.4756408,0.5264153
0.39165443,0.6386115
0.43293276,0.57679003
0.49149725,0.50967395
0.48075452,0.5194409
0.4877373,0.51276225
0.49587166,0.5043974
0.4387903,0.5702302
0.47851136,0.5225476
0.48878264,0.5131821
0.44790533,0.55806375
0.44083834,0.5661028
0.47603595,0.5257058
0.44992283,0.5558626
0.45531097,0.5493873
0.48672464,0.513645
0.46972215,0.53233767
0.4900525,0.50904167
0.49031556,0.5100063
0.47477695,0.5296823
0.46313593,0.54002494
0.48319334,0.5185598
0.48007974,0.5213337
0.45397678,0.552002
0.43556604,0.57410187
0.47925496,0.52282256
0.47808588,0.52304965
0.49705115,0.50300646
0.49602523,0.50372905
0.44638696,0.5662639
0.4540039,0.55054927
0.47675797,0.52382857
0.48400554,0.514191
0.4695541,0.5314581
0.47063175,0.53037083
0.46999326,0.5342347
0.46395534,0.53742254
0.47433725,0.5267579
0.4779831,0.52173567
0.4514924,0.5526246
0.48613167,0.51473117
0.4766013,0.52444166
0.45412046,0.5510441
0.48858717,0.5105278
0.4988953,0.500421
0.42141452,0.5938768
0.47731754,0.5239211
0.46357867,0.5400745
0.47867262,0.5224908
0.48391208,0.5169875
0.4705601,0.53155386
0.49051303,0.5099794
0.47281584,0.53867793
0.4406832,0.56758004
0.48992893,0.5106279
0.45745605,0.5473213
0.4778257,0.52448905
0.47052658,0.53003603
0.4780533,0.52443814
0.4692425,0.53141147
0.48559844,0.51305705
0.47415635,0.52814674
0.49706405,0.5036865
0.544398,0.45907867
0.48538458,0.51382256
0.4640232,0.5398641
0.49056914,0.51015913
0.4810248,0.5189111
0.47010395,0.53264993
0.5012887,0.49806356
0.4653159,0.53763384
0.4512185,0.55457366
0.4803712,0.5199858
0.4769924,0.5230075
0.4944582,0.5050565
0.48868835,0.5106419
0.46679935,0.53476435
0.47476983,0.5274202
0.4570815,0.54740155
0.49015418,0.51741886
0.49498802,0.50443184
0.47407162,0.5270402
0.46309283,0.5402855
0.43922612,0.5688344
0.49637008,0.5046045
0.44793418,0.55794877
0.49489036,0.504361
0.454966,0.54934675
0.48781526,0.5126547
0.4592888,0.5452414
0.47433937,0.52879673
0.49134728,0.50655246
0.4639221,0.5392658
0.4569175,0.548575
0.4456988,0.5601278
0.4741267,0.52853507
0.48516747,0.51527226
0.4355245,0.572115
0.49612868,0.5040079
0.49274826,0.50701445
0.47961518,0.52226985
0.48327616,0.517933
0.4810095,0.5215238
0.48974666,0.51046133
0.4760869,0.5256709
0.47459093,0.5271035
0.46134874,0.5419821
0.48887748,0.51127326
0.47654584,0.52524
0.47820383,0.5221306
0.4807179,0.5208988
0.4882708,0.49623838
0.4767573,0.52471906
0.45435828,0.54974705
0.4823651,0.5179907
0.4778695,0.5232665
0.4802615,0.52201456
0.4960161,0.5065403
0.47216174,0.52998525
0.4586038,0.54414815
0.46889234,0.53404087
0.48767775,0.5115401
0.47819763,0.52386856
0.45685393,0.5475173
0.4805217,0.520729
0.48442876,0.5162703
0.31263074,0.79927814
0.4870754,0.51252943
0.45750573,0.5476117
0.41590586,0.5998087
0.48831365,0.5130958
0.49246776,0.50749123
0.47659698,0.5237289
0.47944483,0.5228274
0.48475772,0.51607394
0.47248632,0.5305146
0.4539385,0.55166966
0.4906197,0.5086815
0.49667084,0.5022089
0.47672305,0.52400154
0.47697988,0.5238657
0.45537433,0.5491629
0.47929913,0.52247155
0.47915733,0.5210434
0.49709666,0.50269866
0.4953839,0.50281733
0.48361126,0.5160108
0.49547878,0.5049642
0.8588875,0.2912189
0.45851305,0.54499567
0.475674,0.526469
0.48062354,0.52201337
0.48952633,0.5106754
0.43707532,0.5709525
0.45997134,0.54079616
0.49212763,0.50728863
0.48419446,0.5166632
0.48374692,0.5169384
0.47339246,0.52790713
0.47954914,0.52048254
0.5188489,0.48336875
0.4934471,0.50636095
0.45598814,0.5485981
0.48474962,0.5144861
0.49630818,0.50449216
0.45488063,0.5487836
0.4676685,0.533265
0.48218033,0.5180951
0.48118314,0.5197746
0.4841337,0.51777303
0.46182936,0.5408387
0.4315647,0.57955766
0.48667175,0.51453006
0.4458418,0.5614474
0.48133162,0.51992136
0.47557735,0.5267269
0.45673004,0.54682666
0.48738086,0.5130556
0.4791485,0.5209301
0.4715058,0.5317642
0.45362774,0.5514557
0.4886836,0.5114028
0.47227934,0.52958775
0.432873,0.57722723
0.49867412,0.50257254
0.45517778,0.5511109
0.47713494,0.524104
0.48956913,0.512633
0.48677355,0.5155521
0.46678215,0.53516257
0.45952368,0.5450993
0.4786169,0.5215181
0.45282906,0.55026305
0.49515197,0.50408536
0.47454053,0.5267878
0.45123443,0.55325514
0.45344537,0.5519188
0.47814387,0.5239291
0.4409677,0.5674269
0.47626093,0.52548397
0.45417985,0.5512901
0.48669058,0.51424587
0.47087258,0.5309922
0.473963,0.5273601
0.45298478,0.5517146
0.48961213,0.5115346
0.4765415,0.52438813
0.49260488,0.50585145
0.48095644,0.5193725
0.49462783,0.50493836
0.49328947,0.507025
0.44595817,0.56027454
0.45834714,0.54555017
0.4841122,0.51667213
0.49574468,0.5032442
0.48615676,0.514311
0.4553701,0.5485633
0.48942387,0.51065874
0.47740668,0.52241504
0.47453728,0.5302138
0.45734957,0.5458409
0.4345052,0.5747912
0.48017827,0.51941735
0.4627131,0.5405213
0.48852432,0.511584
0.46623176,0.53646
0.49320906,0.5090108
0.4319009,0.57772845
0.45341533,0.55187726
0.48415512,0.5198158
0.47158474,0.5288894
0.4922119,0.5077226
0.4919101,0.50779325
0.44782645,0.5576509
0.47861028,0.5216178
0.49214596,0.509857
0.4816368,0.5184995
0.48770988,0.5124028
0.48910964,0.51175225
0.5018649,0.49787512
0.48014107,0.52105355
0.50635535,0.4927545
0.4610952,0.5419519
0.46657887,0.53729975
0.4863873,0.51476777
0.4671135,0.534501
0.48221427,0.52038354
0.4642044,0.5392636
0.48943886,0.51033115
0.4777241,0.5260229
0.4644328,0.5385144
0.46391916,0.5400576
0.3079473,0.81323075
0.47235465,0.5300955
0.53851867,0.46448925
0.4503195,0.5556801
0.49632454,0.5035183
0.46323696,0.5400633
0.48541474,0.5154626
0.4455209,0.5626643
0.28841102,0.8669377
0.47058943,0.5325392
0.49107203,0.5087822
0.48095813,0.51997334
0.45017293,0.5534724
0.4549474,0.5482444
0.4697123,0.5331716
0.5027576,0.4960845
0.45937568,0.54447985
0.47935054,0.52276826
0.47721586,0.52653897
0.49324083,0.50677913
0.46092546,0.5425557
0.47710642,0.52362275
0.47203144,0.5318572
0.47940236,0.52325433
0.49418834,0.505954
0.4837112,0.5173625
0.49373046,0.5063333
0.50508225,0.49521172
0.45848212,0.54506814
0.47868007,0.5230554
0.47780317,0.5234578
0.4757996,0.52521926
0.48753187,0.5135945
0.4876681,0.5119863
0.4611813,0.54027045
0.45349672,0.5522035
0.49694255,0.5023181
0.49025658,0.5093148
0.49655098,0.50320345
0.46196902,0.54085946
0.4852632,0.51493764
0.4856111,0.5145299
0.4973152,0.50390446
0.4625284,0.53928685
0.48120934,0.51884323
0.4316819,0.57706714
0.46353483,0.5397776
0.45375553,0.5516418
0.48159853,0.52079016
0.47724533,0.5231852
0.4886511,0.51042324
0.5032009,0.49740586
0.46396768,0.5375256
0.48734164,0.5133962
0.4799379,0.5208589
0.48014623,0.5214357
0.4831204,0.5170445
0.45730823,0.54604816
0.4823543,0.5186716
0.48682788,0.5129871
0.48326135,0.51756513
0.4833679,0.51712334
0.48604843,0.51329
0.4387465,0.57052964
0.4557579,0.5475561
0.45040956,0.5549159
0.4699351,0.53217477
0.4487849,0.55708855
0.45766988,0.54553187
0.4697514,0.53244746
0.47351822,0.5273415
0.4673098,0.5346183
0.4764097,0.5243016
0.4842058,0.51936823
0.26938784,0.9279168
0.47532073,0.5255043
0.42797506,0.5841133
0.48764047,0.51159817
0.45714316,0.5486445
0.47478074,0.5277422
0.48970792,0.5120656
0.47337496,0.5295262
0.4506896,0.5284465
0.49502444,0.5058174
0.48675838,0.5151523
0.4848655,0.5152674
0.4804848,0.52002704
0.46766007,0.5332889
0.47705945,0.52522033
0.47775087,0.5228229
0.49152106,0.50774366
0.4918958,0.50781524
0.48304257,0.51696414
0.48386693,0.51838946
0.48766258,0.51210177
0.47683212,0.52397335
0.48906806,0.51100403
0.468763,0.5343179
0.46746588,0.537345
0.48258913,0.51855826
0.4732933,0.52978826
0.4561845,0.5496161
0.46810663,0.5335393
0.47819492,0.52250904
0.43028885,0.58097714
0.48883644,0.5114495
0.48717847,0.51329136
0.48160452,0.5193797
0.48209175,0.5200694
0.44706842,0.5611458
0.48713624,0.51300806
0.45744362,0.54866886
0.47669014,0.5225132
0.47065783,0.531485
0.48675254,0.51388705
0.4546634,0.549737
0.27168554,0.91988075
0.49093533,0.5079934
0.47790205,0.5225671
0.42675236,0.5854028
0.47806892,0.52274287
0.48653793,0.5135516
0.47787377,0.5235104
0.443542,0.56054324
0.4618412,0.5402484
0.44585505,0.5611223
0.4803412,0.51987535
0.4610245,0.5435087
0.4737873,0.5269576
0.48840788,0.5110622
0.4714727,0.530285
0.48779887,0.5116891
0.46429676,0.53857833
0.47428054,0.52746505
0.4501474,0.5567785
0.4871565,0.51329285
0.4876126,0.5124887
0.46913546,0.5325142
0.47434363,0.5277969
0.4813152,0.5193558
0.45479333,0.5500769
0.48101443,0.51889473
0.48322073,0.5162385
0.42441213,0.58863103
0.47808307,0.5215622
0.47346565,0.5294435
0.44765767,0.5597537
0.47070473,0.53185654
0.47952795,0.5223563
0.48534602,0.5161106
0.45471904,0.54995936
0.44457477,0.56285816
0.45755002,0.54757625
0.48681208,0.51380926
0.4751995,0.5182102
0.48430213,0.5165074
0.47335264,0.529354
0.4842665,0.5169866
0.476917,0.5258203
0.4454725,0.5621977
0.48982665,0.51114607
0.4699583,0.53235006
0.43956482,0.56718314
0.48451555,0.5164508
0.4850847,0.51350015
0.47808063,0.5240627
0.5324819,0.46988547
0.4415541,0.56415325
0.4411174,0.5668234
0.43212712,0.5782366
0.48329028,0.5169962
0.4493988,0.556397
0.4490153,0.55627304
0.49096215,0.5152364
0.46229368,0.5420057
0.46609885,0.53677356
0.8844022,0.52105075
0.49029782,0.50970864
0.48574167,0.5161154
0.4569046,0.54710925
0.49865577,0.50101197
0.47541553,0.5269842
0.46810186,0.53472793
0.26281655,0.9502935
0.48635465,0.5134875
0.47738528,0.5242038
0.47619596,0.5255188
0.48294815,0.5176786
0.49025342,0.510364
0.47100428,0.5306916
0.4759358,0.5253276
0.48016864,0.5201979
0.45305014,0.55304587
0.5001722,0.49922627
0.46680555,0.5366692
0.47764072,0.52356774
0.49103558,0.50875473
0.49902394,0.50154716
0.44783667,0.5588588
0.4389223,0.5691283
0.47897166,0.5215966
0.4915583,0.5097404
0.48196632,0.51897013
0.48144814,0.5190072
0.48860994,0.51131594
0.49071282,0.5081109
0.46929395,0.5323362
0.46894118,0.533807
0.45968455,0.54395473
0.45563564,0.5484393
0.46533516,0.537342
0.48920324,0.5108168
0.48747787,0.51195
0.32053596,0.7785229
0.45641676,0.54843885
0.50199324,0.49643975
0.43536076,0.5733453
0.48330376,0.5183425
0.47014922,0.53302836
0.4916266,0.5079998
0.45868847,0.5418777
0.48704535,0.5155411
0.44600034,0.55994886
0.45890096,0.5443564
0.4526072,0.55429554
0.46136248,0.5417889
0.45189452,0.55328846
0.47989604,0.5214814
0.4808525,0.5196859
0.48981166,0.50954866
0.46354797,0.5384715
0.45777988,0.54497445
0.48998988,0.5100104
0.50147974,0.49795744
0.42874476,0.5818135
0.47111621,0.53163403
0.45290607,0.55032206
0.41949594,0.59801483
0.5009039,0.49888888
0.45649812,0.54814285
0.48472497,0.51462615
0.44589466,0.5611827
0.47387445,0.5299616
0.4424393,0.5654416
0.4909332,0.5090198
0.4905912,0.5099878
0.48766282,0.51186734
0.45266694,0.552299
0.49416438,0.50676507
0.46836948,0.53354305
0.4864819,0.5133314
0.46728504,0.53534776
0.4760476,0.5253508
0.45837623,0.5461368
0.49310574,0.50778353
0.4980853,0.5021838
0.48576766,0.51595193
0.48427632,0.5159496
0.4958855,0.5072247
0.48116586,0.5203446
0.5193134,0.48233545
0.46960256,0.533703
0.48252094,0.51924855
0.44596204,0.5606605
0.45912915,0.5450128
0.33891478,0.73510325
0.4582694,0.54754966
0.432482,0.577563
0.4889633,0.51211876
0.46317226,0.5378947
0.4957327,0.5039253
0.48243698,0.5191516
0.50018764,0.49864978
0.4739342,0.5273556
0.48918822,0.5113099
0.48082668,0.520653
0.4646534,0.5398132
0.4485473,0.55828935
0.47314268,0.52774
0.461253,0.54261047
0.48000833,0.52092105
0.4663834,0.53574824
0.48589668,0.51460487
0.48418128,0.51736575
0.47669235,0.5232806
0.4721603,0.5310612
0.4362703,0.572655
0.46131226,0.5431023
0.4816285,0.5191193
0.4819206,0.51901406
0.48704678,0.513118
0.48133105,0.5196685
0.44760266,0.5583749
0.4765277,0.52580297
0.46916384,0.53396744
0.47363394,0.52884114
0.4418176,0.5651352
0.52425283,0.4783213
0.4668762,0.53525656
0.48335424,0.5170584
0.47655648,0.5248915
0.47095278,0.5302685
0.44556957,0.5616227
0.48695815,0.51497674
0.49111828,0.50893474
0.4846306,0.5155872
0.50026953,0.49992248
0.44331294,0.56448543
0.4498803,0.5556497
0.46518445,0.5358781
0.4531246,0.5526093
0.47856766,0.52297187
0.43966267,0.5685081
0.44654256,0.5616591
0.48586965,0.51399064
0.47653338,0.52403706
0.46274778,0.5398862
0.4750372,0.5257344
0.47249693,0.5307652
