beta,alpha
0.5208241,0.47971672
0.4417845,0.56511194
0.5763602,0.43378982
0.59220475,0.42143914
0.4462217,0.55867386
0.4327777,0.57886755
0.46858624,0.53298295
0.5892368,0.4248343
0.53826773,0.46504393
0.55978096,0.4459328
0.43243787,0.57688385
0.42270657,0.5900731
0.52410626,0.4768428
0.35362315,0.70835537
0.50540113,0.49486852
0.54820424,0.45580086
0.41074607,0.60851604
0.48257995,0.5177422
0.5492486,0.45659178
0.4803475,0.5188354
0.5312125,0.4700875
0.4761305,0.5238794
0.51282656,0.48780835
0.4152313,0.5982296
0.44953284,0.55478287
0.5204544,0.4775139
0.37592414,0.6673102
0.52905154,0.47206944
0.637566,0.3925797
0.50633687,0.492829
0.5433761,0.45919514
0.4793458,0.5195345
0.55442935,0.45170623
0.52856845,0.47272572
0.46566504,0.5376467
0.48166803,0.5189967
0.5088595,0.49070358
0.5461905,0.45828226
0.5014431,0.49768704
0.5349176,0.46866354
0.5328116,0.47000942
0.39249966,0.6349762
0.48716503,0.5134572
0.55305135,0.45079437
0.37731674,0.6612447
0.48280737,0.5163606
0.49192548,0.50809336
0.56543636,0.44057593
0.57477564,0.4354578
0.5906818,0.42327195
0.51193297,0.48866445
0.5073481,0.49181986
0.35623074,0.70244044
0.5308392,0.47067422
0.4597519,0.54288465
0.44401103,0.56058544
0.42392227,0.58878225
0.45718893,0.5462232
0.37901783,0.6539785
0.49864233,0.50067914
0.44669178,0.56031615
0.44183514,0.5664315
0.56363946,0.44460076
0.5052098,0.49455652
0.5460659,0.4573003
0.4612061,0.5413227
0.4797029,0.52201605
0.54218864,0.46305507
0.49907863,0.50189674
0.48773348,0.5123458
0.53257257,0.4668434
0.44318596,0.5621183
0.4602988,0.54328996
0.51324916,0.485689
0.5251819,0.47511894
0.4699021,0.53053695
0.53007954,0.47044596
0.5325951,0.47052786
0.38780433,0.6456928
0.5121313,0.4867428
0.56284136,0.4432096
0.49786368,0.5011905
0.5492322,0.45675495
0.53479904,0.46707827
0.4632328,0.5391348
0.56830615,0.4405594
0.4781277,0.52202576
0.32327083,0.7722574
0.50139844,0.49765256
0.56225413,0.44529766
0.44371998,0.5628964
0.5354159,0.46596694
0.5373706,0.4644115
0.41485402,0.6027548
0.60293233,0.41503072
0.56472033,0.44079718
0.6286687,0.3972596
0.49254936,0.5070544
0.335873,0.7461792
0.52751374,0.47472325
0.46617144,0.53564525
0.55479693,0.44967562
0.48313773,0.517714
0.4764271,0.5231739
0.6388459,0.39190224
0.5460657,0.45651704
0.5219458,0.4789922
0.31521186,0.7908672
0.5582788,0.44636893
0.43726635,0.572063
0.5224746,0.4773828
0.5223413,0.4779155
0.5923511,0.42229676
0.5507142,0.45330215
0.3628378,0.68897074
0.5622367,0.44428438
0.51212037,0.48371142
0.5703349,0.43871397
0.42792428,0.58233124
0.51802856,0.48191738
0.4784654,0.5198066
0.371263,0.6752975
0.53738976,0.4650426
0.588883,0.4246911
0.48197374,0.5180532
0.42374572,0.5898878
0.4781481,0.5222109
0.50519645,0.4938949
0.41554773,0.6027766
0.3136734,0.79738164
0.56979764,0.43922186
0.38248304,0.6540589
0.43244785,0.5766637
0.4884081,0.51173526
0.5734394,0.43638536
0.54394186,0.4597982
0.564027,0.44266352
0.41849324,0.5648996
0.5754224,0.4355539
0.54540634,0.4561825
0.48606676,0.51478547
0.43837222,0.57056195
0.56997555,0.438131
0.50350326,0.49304575
0.53829265,0.4609384
0.550805,0.45259345
0.45017222,0.5545062
0.5005926,0.49880794
0.55397093,0.44975832
0.3652372,0.60331726
0.5304283,0.47120237
0.5454951,0.45782068
0.43700117,0.57281244
0.5078047,0.49298352
0.49936754,0.4998997
0.40417972,0.6186406
0.5132153,0.48710698
0.47026825,0.53113097
0.52156514,0.47724307
0.51134455,0.48758826
0.6529001,0.38306963
0.54160374,0.4592808
0.4657667,0.53426564
0.51613855,0.4849389
0.41380984,0.60235316
0.62139356,0.4032496
0.5052456,0.4934513
0.5357942,0.46511817
0.37089336,0.67294437
0.47128955,0.5295026
0.4624403,0.5389547
0.45451367,0.54705495
0.53886634,0.464275
0.5188629,0.480372
0.588508,0.4241728
0.5956473,0.41816252
0.6016107,0.4160413
0.55914646,0.44748387
0.4898661,0.5091455
0.5137345,0.48614502
0.566915,0.44066358
0.45100152,0.55550027
0.49168468,0.5080563
0.46310037,0.5370893
0.5437953,0.45933834
0.492888,0.50640476
0.5926924,0.42303693
0.53048074,0.4705394
0.56930524,0.43809304
0.5336771,0.46800932
0.55753183,0.4485741
0.4572173,0.547522
0.5403569,0.46147496
0.45880353,0.5447537
0.5295939,0.4707524
0.51640123,0.4836968
0.47385013,0.52675
0.45552075,0.54869765
0.5788614,0.4375056
0.5076147,0.49256754
0.40777507,0.61384237
0.46123096,0.54051155
0.5126507,0.48702276
0.5851016,0.4262558
0.5920045,0.42511073
0.43731728,0.57149976
0.5514726,0.45275986
0.46347117,0.53738964
0.3348737,0.7474286
0.5219265,0.47901642
0.46944463,0.5319459
0.54738593,0.45465738
0.3828226,0.6541812
0.52181226,0.47835085
0.51841086,0.482467
0.52853215,0.47203216
0.50450057,0.49485418
0.421656,0.59335864
0.5818209,0.4294416
0.48347083,0.5164855
0.47311652,0.52682805
0.484907,0.51588714
0.5137958,0.4852852
0.5251,0.47532085
0.494185,0.5041715
0.56066304,0.44662425
0.50224614,0.498229
0.45867914,0.5443521
0.5845668,0.42856354
0.45189375,0.5501676
0.5207693,0.47971886
0.46722385,0.5358501
0.5292149,0.47207698
0.4751112,0.52733856
0.35048935,0.71133405
0.2692852,0.9338625
0.46995547,0.53216577
0.5524521,0.45254707
0.57183665,0.43783414
0.52633864,0.4770546
0.5062815,0.49303168
0.4653769,0.5391097
0.48119634,0.51968
0.4750612,0.5237428
0.5250757,0.47669667
0.41524678,0.60165745
0.5200305,0.48121664
0.6206042,0.4010973
0.4920831,0.50883424
0.5019669,0.49989197
0.53088564,0.47294003
0.55652463,0.4473495
0.52910334,0.47112212
0.39929935,0.62800884
0.5495418,0.45438462
0.53020847,0.47257468
0.54586524,0.4577487
0.4432318,0.5634292
0.4742396,0.5274485
0.52274776,0.47722492
0.45461398,0.5480735
0.6020596,0.41417754
0.5210279,0.47787794
0.50876576,0.48925138
0.5292287,0.47314948
0.38793883,0.6458517
0.56418514,0.44309843
0.5717799,0.43717897
0.45963386,0.5430568
0.50537986,0.4924394
0.51455873,0.48507068
0.4335268,0.5762294
0.51635194,0.48205116
0.48223916,0.5176066
0.58981097,0.42419288
0.42016256,0.59516466
0.46835828,0.5329664
0.5573386,0.44737732
0.46860448,0.5349752
0.5375756,0.46526793
0.47838202,0.5203194
0.5486976,0.4537242
0.55732113,0.44785237
0.48439473,0.5165951
0.47880676,0.5210457
0.6234411,0.40184754
0.5510504,0.45236662
0.5143437,0.47536606
0.495179,0.5041743
0.46533254,0.53492236
0.42355907,0.59064895
0.4638094,0.53940344
0.5512119,0.45214507
0.41542596,0.60233366
0.55333585,0.45139694
0.53245324,0.46844682
0.4743374,0.52564573
0.5513338,0.45400667
0.5225017,0.47842804
0.4817009,0.51819783
0.39689597,0.6323693
0.5109121,0.48982358
0.5440834,0.4598017
0.558548,0.44634408
0.31502977,0.7947753
0.5122708,0.4872048
0.60987777,0.41011128
0.46274948,0.54239744
0.49115166,0.5083311
0.3666903,0.68140334
0.5044207,0.4937649
0.523342,0.47743347
0.5526292,0.4526089
0.5410437,0.46235
0.52562934,0.47490624
0.5217047,0.47712696
0.44340083,0.5621808
0.42119738,0.59300506
0.6513791,0.38364267
0.5420102,0.45984542
0.5650527,0.44323984
0.46316886,0.539929
0.54511064,0.45817143
0.45201778,0.5508185
0.49454817,0.5050434
0.4629554,0.5384481
0.4088749,0.61098945
0.38657728,0.65087533
0.39753312,0.6287637
0.44631267,0.558826
0.32895026,0.759553
0.57047474,0.43793866
0.38368642,0.6471973
0.41665134,0.60120237
0.5150119,0.4837915
0.5769453,0.4304359
0.5587815,0.44721285
0.4524476,0.5548155
0.4151512,0.60229194
0.57587934,0.43268237
0.47575662,0.525713
0.5269315,0.4731796
0.5481464,0.4567282
0.53582656,0.4665434
0.534581,0.4677348
0.5398367,0.46019027
0.5080758,0.49271017
0.56052965,0.446654
0.46531424,0.53841156
0.33304578,0.74976003
0.5526987,0.45172518
0.5255983,0.47532323
0.51225615,0.48808616
0.549958,0.45348614
0.5510982,0.4543145
0.5051318,0.4936466
0.5310163,0.46996844
0.5333676,0.4689551
0.51036835,0.48754516
0.41829726,0.59732133
0.37328014,0.6697133
0.49705434,0.50016934
0.46293217,0.53942966
0.40822738,0.61285084
0.5024039,0.492505
0.5151167,0.48482683
0.5613837,0.44381714
0.39515865,0.63274753
0.51270753,0.48794082
0.42915115,0.5831368
0.35524148,0.70237124
0.49734294,0.5012334
0.5513627,0.45377997
0.55561835,0.45006067
0.4119766,0.60851485
0.535659,0.46729347
0.42248744,0.581827
0.5493894,0.45430377
0.50479853,0.49510777
0.43493775,0.5755007
0.5293009,0.47193483
0.59805775,0.41848835
0.37577373,0.66687644
0.51314265,0.48584098
0.52831125,0.47085378
0.5249809,0.475326
0.43843,0.5704129
0.5523496,0.45163894
0.47433612,0.52599037
0.41670713,0.6009603
0.5488636,0.4556382
0.5139284,0.48775858
0.5429822,0.4591796
0.4530977,0.55262446
0.42249063,0.5924308
0.60095406,0.41549048
0.51549494,0.48331115
0.5014959,0.49869257
0.4435837,0.5611041
0.42571294,0.5881569
0.46813536,0.53406405
0.5331701,0.4686576
0.5200006,0.48210964
0.49062264,0.50963926
0.46223256,0.54020745
0.5317119,0.4693584
0.525462,0.47583383
0.4623713,0.5400448
0.5404254,0.46184787
0.5245775,0.4749147
0.5093326,0.49015483
0.4928782,0.50671816
0.58530277,0.4267073
0.47870317,0.5202653
0.5575444,0.44966266
0.51471263,0.48578835
0.563497,0.44323373
0.40296942,0.6199465
0.5719747,0.43496707
0.4540123,0.5498619
0.4543316,0.547185
0.47044286,0.5313678
0.41617894,0.60173583
0.40421888,0.6167393
0.4354818,0.57375765
0.4380639,0.5720242
0.5615059,0.4458519
0.43781382,0.56995434
0.50122154,0.4986725
0.4717943,0.5288124
0.5719818,0.43707648
0.463829,0.5386103
0.46770364,0.5343517
0.5404404,0.46163505
0.47163087,0.5297132
0.51951295,0.48199397
0.4689157,0.53263485
0.5876981,0.42585087
0.5283135,0.47187716
0.61473846,0.40642655
0.57283056,0.43743372
0.45920423,0.54336935
0.53207433,0.46904302
0.50217295,0.497376
0.5261094,0.47450343
0.5455012,0.45572576
0.52979636,0.47169432
0.4607389,0.541438
0.45999318,0.5422977
0.44861257,0.5574586
0.48741746,0.5135141
0.62481064,0.40142825
0.3379788,0.7437582
0.51042324,0.4899325
0.5408495,0.46173573
0.5581238,0.44907862
0.48234433,0.5174552
0.5606716,0.44461364
0.39005032,0.6405758
0.42925614,0.5812923
0.4375159,0.5709613
0.48419255,0.51475286
0.3772115,0.66139305
0.33825502,0.7429653
0.42887622,0.58148557
0.34671962,0.7220403
0.55454683,0.45115802
0.48216856,0.5186453
0.5848142,0.42674145
0.48196468,0.516613
0.5653737,0.44217008
0.49353787,0.50491357
0.55995053,0.44617563
0.48620495,0.5141499
0.47171494,0.5285589
0.5327275,0.4692519
0.44849372,0.55715865
0.5242775,0.47763315
0.31868333,0.78243136
0.56064117,0.4469864
0.42613903,0.5851535
0.5488303,0.45505214
0.5655252,0.442435
0.5649097,0.4430548
0.5142639,0.48459974
0.5305798,0.47009155
0.5762004,0.43747848
0.54943407,0.4534049
0.57939196,0.43213585
0.46579802,0.53598255
0.45249918,0.5516801
0.57787544,0.4320642
0.59244186,0.42253304
0.52548,0.47328025
0.6022868,0.41476873
0.4695044,0.5317955
0.5496432,0.4558934
0.5531048,0.45036334
0.38861167,0.6407595
0.53795457,0.4631206
0.5137807,0.48629004
0.44095418,0.567362
0.378976,0.65964735
0.47689143,0.5242676
0.51927763,0.48028374
0.60332215,0.41357607
0.49737075,0.50197834
0.43888745,0.56959015
0.5934557,0.4209873
0.43271896,0.5778086
0.55841565,0.4477013
0.55862904,0.44881615
0.43927705,0.570958
0.5103527,0.48929006
0.5154549,0.48439184
0.49994117,0.49900994
0.54066306,0.46212307
0.5382395,0.46405944
0.5246719,0.47687396
0.57300335,0.43712446
0.48120648,0.5199604
0.47641253,0.524553
0.47816727,0.52191186
0.45431715,0.54849905
0.44745257,0.5588727
0.47625214,0.524154
0.5051066,0.49228346
0.63309705,0.39421168
0.5853453,0.4280278
0.5453949,0.45753938
0.49241185,0.5080354
0.33731303,0.7411312
0.51780295,0.48243305
0.49348074,0.50598294
0.6004696,0.4159078
0.4439663,0.56292844
0.36682743,0.68514675
0.59501576,0.41985458
0.49646896,0.50251406
0.36673382,0.6834213
0.5853602,0.42701146
0.50841105,0.49215826
0.52626145,0.47481576
0.5309441,0.4705121
0.5261969,0.47399762
0.4843972,0.5160995
0.55258554,0.45122373
0.46390152,0.5382442
0.4607216,0.54180896
0.48564008,0.51415634
0.60355467,0.4136282
0.62181693,0.40204725
0.4212332,0.5902463
0.43850997,0.570581
0.5450471,0.4586704
0.48261258,0.5175831
0.60835725,0.411886
0.32115975,0.7788257
0.54591715,0.45738515
0.45878732,0.5417631
0.47272697,0.52704924
0.41611084,0.6005197
0.5475575,0.45833984
0.47616342,0.5242477
0.481341,0.51931643
0.4845066,0.51611024
0.5604227,0.44671887
0.5682779,0.44044018
0.52703613,0.47449407
0.63275576,0.39355895
0.33527437,0.745346
0.49183622,0.5088947
0.45867696,0.5438544
0.48753932,0.5150493
0.53099054,0.47117758
0.45227107,0.5519403
0.46981716,0.5313622
0.40190685,0.62467694
0.5223423,0.47772178
0.3715929,0.6720303
0.48759842,0.5112717
0.534063,0.4684627
0.59765583,0.41680095
0.507467,0.49110496
0.49977744,0.5004789
0.5117752,0.48756233
0.565844,0.4422313
0.5614531,0.44511932
0.54446477,0.45796716
0.33334163,0.74841875
0.52104217,0.47807306
0.48866317,0.50711024
0.4549767,0.54696786
0.5293039,0.47140214
0.47167477,0.52831614
0.52610147,0.4753721
0.3819044,0.6555938
0.43954703,0.56776685
0.35429353,0.706941
0.4982759,0.5007543
0.47034565,0.52979505
0.53931266,0.46349043
0.5019948,0.49737334
0.45347035,0.55132264
0.38278475,0.6517209
0.40971088,0.6118363
0.54053164,0.46274567
0.60009336,0.41722822
0.56101507,0.44500014
0.44419298,0.5628745
0.5747265,0.43479803
0.5773939,0.43272755
0.45020434,0.5550819
0.27122274,0.92822176
0.5152491,0.48490065
0.4574791,0.54593736
0.3827117,0.65492725
0.46221408,0.53943163
0.4881532,0.5117095
0.37288284,0.66936415
0.5157484,0.48559797
0.3482815,0.71711004
0.50880104,0.4895536
0.44219542,0.566862
0.49690512,0.50179565
0.53112507,0.46913788
0.5566111,0.4488213
0.57406473,0.4359498
0.6036438,0.41482404
0.5953426,0.4187623
0.5429273,0.4617543
0.51356775,0.48680303
0.5592392,0.44731498
0.43611497,0.574456
0.39703003,0.6280545
0.48816672,0.5109021
0.58937645,0.42470354
0.4242627,0.588796
0.41631705,0.5987076
0.43980914,0.56892604
0.3571533,0.6971791
0.48255566,0.5165511
0.47885615,0.5209737
0.49858624,0.50004953
0.5619195,0.4449167
0.55818784,0.4492483
0.46067315,0.5424173
0.4779782,0.52281785
0.5030997,0.49597242
0.5622752,0.44538754
0.45712253,0.54636663
0.5181089,0.4806952
0.54010487,0.46433705
0.34455156,0.72562945
0.5045157,0.49558666
0.27668127,0.9085636
0.45494193,0.5492396
0.47894144,0.5213502
0.4922294,0.5067708
0.54126966,0.46126163
0.53414685,0.46991134
0.41892132,0.5971186
0.4863636,0.5124252
0.46387088,0.53783613
0.5683684,0.44139212
0.5215321,0.47879434
0.5861573,0.42623964
0.40479755,0.614854
0.47613502,0.5250185
0.44263148,0.56487876
0.5525192,0.452929
0.48065498,0.5202825
0.44989356,0.555646
0.59092605,0.4237325
0.528012,0.471702
0.4487615,0.54906577
0.56622005,0.4419237
0.47618544,0.5237103
0.54002696,0.4622011
0.52160966,0.47886154
0.46670008,0.53533316
0.39228162,0.6331018
0.46410662,0.5374612
0.44553366,0.56056666
0.4948355,0.5044983
0.53669494,0.46515176
0.5322427,0.4694567
0.392579,0.6351016
0.529521,0.47189867
0.53209424,0.46920007
0.48557895,0.514887
0.49211487,0.5060669
0.37696064,0.6621512
0.47832555,0.5219181
0.548219,0.456975
0.5720674,0.4379789
0.5451406,0.45838436
0.5305223,0.47056544
0.47998387,0.52001953
0.3647739,0.68658775
0.528455,0.47243375
0.47953078,0.5200564
0.45113632,0.5524273
0.4115658,0.6048452
0.48014683,0.5207119
0.48658094,0.5140063
0.47118524,0.5298911
0.49806768,0.5021365
0.5277216,0.4713053
0.51636815,0.48241526
0.5631121,0.44468337
0.48799902,0.5123301
0.39866364,0.6278973
0.43073496,0.5804722
0.56983566,0.43900403
0.61581904,0.40262648
0.5156856,0.4826494
0.47858658,0.52158445
0.5347147,0.4668374
0.5285484,0.4723427
0.4670816,0.53490067
0.44064373,0.5653473
0.4949959,0.5032858
0.515289,0.4839473
0.44725704,0.55714715
0.5370038,0.4661022
0.4831896,0.51623523
0.42390636,0.591081
0.46225843,0.53752214
0.5547996,0.45048136
0.47145745,0.5304454
0.56598014,0.44173756
0.511641,0.48796
0.5380344,0.46464866
0.5658233,0.44164276
0.4309488,0.57774186
0.5649237,0.44275793
0.48710188,0.51168555
0.5498902,0.4556662
0.53542835,0.4665673
0.5089749,0.48908204
0.5189642,0.48099786
0.50451815,0.49177167
0.40587044,0.6168072
0.5568547,0.4482823
0.40078974,0.6243109
0.6124527,0.4087377
0.46594062,0.5366057
0.42756504,0.5831747
0.555567,0.44944322
0.4761042,0.5236083
0.4155474,0.6014312
0.51361346,0.4874472
0.55738896,0.44911724
0.49577245,0.5037998
0.4955837,0.5049658
0.45607755,0.54805315
0.6331774,0.39325634
0.4536495,0.55073684
0.46101227,0.5404803
0.56896514,0.4405991
0.35139918,0.7097655
0.41983432,0.59487283
0.3329009,0.7486199
0.5438785,0.4589262
0.42261994,0.5913646
0.55764335,0.4475223
0.43236232,0.5764874
0.53966844,0.46225664
0.4674794,0.534064
0.3475172,0.718741
0.30346307,0.8268968
0.5918146,0.42300656
0.4554119,0.5492565
0.62617636,0.39891723
0.4387802,0.56944555
0.55685955,0.4497146
0.5629159,0.44450167
0.3548333,0.7081895
0.52419657,0.4759985
0.4693244,0.52959865
0.4229653,0.59034437
0.48677507,0.51419836
0.46592197,0.5357092
0.3938218,0.6359445
0.54741955,0.45752645
0.49808544,0.5008353
0.44971687,0.55453014
0.6675797,0.37462142
0.55125475,0.45320567
0.4440867,0.56250674
0.461648,0.54015076
0.5247404,0.47613984
0.5463468,0.45829853
0.49270058,0.50704145
0.3130782,0.8014147
0.4621284,0.5397691
0.57751006,0.4340815
0.5032341,0.49758893
0.54522896,0.45849642
0.487509,0.51296663
0.36807817,0.67886055
0.37121642,0.67295337
0.40453348,0.6229644
0.61693734,0.40519494
0.5610909,0.44547722
0.5176286,0.48242626
0.59281176,0.42158833
0.50615436,0.49263954
0.49999222,0.500599
0.3743057,0.66587955
0.5081072,0.49230793
0.41984165,0.5959149
0.46662292,0.5347627
0.46530455,0.5387306
0.50221825,0.49635705
0.35719475,0.7018657
0.54831094,0.4565511
0.57801133,0.43338987
0.56621915,0.44408497
0.5441459,0.4579764
0.49851537,0.499882
0.53451294,0.4689916
0.539684,0.46242625
0.46823037,0.5351753
0.39976093,0.6203882
0.48013848,0.5191149
0.54548156,0.4574129
0.5653762,0.4424447
0.46303,0.5371642
0.6338492,0.39548874
0.40017825,0.6258638
0.410351,0.61141694
0.525401,0.47540706
0.5448962,0.45983747
0.4657391,0.5375106
0.5449718,0.45800722
0.5437501,0.4594298
0.48080742,0.51968586
0.5355026,0.46662232
0.5388191,0.46426526
0.49902323,0.49909082
0.54536927,0.4585321
0.576196,0.43069142
0.5519355,0.45339772
0.5753159,0.4346797
0.6173442,0.4040915
0.505335,0.4953635
0.49298736,0.5065411
0.47625569,0.524588
0.45080277,0.5531917
0.44766578,0.55685556
0.5638757,0.4401705
0.39173263,0.64069456
0.5203676,0.4805772
0.52398723,0.47611153
0.58442414,0.42907104
0.38999024,0.6403194
0.575905,0.43591282
0.5021487,0.4967779
0.5187659,0.48223743
0.41404584,0.6018251
0.5174332,0.48372617
0.5923032,0.42226622
0.5842392,0.42873812
0.4381962,0.57026523
0.42307663,0.5885309
0.6778961,0.36790028
0.4421,0.5666151
0.54079944,0.46187827
0.52421254,0.47622138
0.44754714,0.55836874
0.57956237,0.4316117
0.51466465,0.4852193
0.46360046,0.5385802
0.58795166,0.42555872
0.4260214,0.58545345
0.5877823,0.42547214
0.47855446,0.5220677
0.42236757,0.5890051
0.6023429,0.4152737
0.53173476,0.47108814
0.55755323,0.44787773
0.5290829,0.47084787
0.42458358,0.5867265
0.60768336,0.4081432
0.4821449,0.5187049
0.44951957,0.5520924
0.59803724,0.42029858
0.5905402,0.42120874
0.53291017,0.46879864
0.544135,0.46035567
0.5734122,0.43618742
0.619107,0.40255395
0.49650708,0.50353545
0.47964343,0.5214681
0.6381528,0.3906098
0.48363256,0.51746476
0.5603615,0.44687375
0.5397886,0.4639445
