beta,alpha
0.45827502,0.54467684
0.5268489,0.47390404
0.54451,0.46049953
0.40028775,0.624995
0.40302482,0.6227181
0.4964912,0.5035908
0.4806032,0.5190935
0.387812,0.64529926
0.3814171,0.6535096
0.48072514,0.5227024
0.4629637,0.54064244
0.47075927,0.5306826
0.51322484,0.48776048
0.51109785,0.48881036
0.37686792,0.6647067
0.4879735,0.51245165
0.5180849,0.48065174
0.48987454,0.50785196
0.57230484,0.43676963
0.4454286,0.56071717
0.5320513,0.4693135
0.40130955,0.6228433
0.42546877,0.587552
0.4622801,0.53899187
0.4293499,0.5821865
0.47757345,0.5240296
0.50761044,0.49166036
0.44540673,0.5603726
0.54317945,0.4614658
0.5027213,0.4958576
0.56698877,0.4413781
0.33939752,0.734727
0.493204,0.5060234
0.48182625,0.5197053
0.5835768,0.42891008
0.4773509,0.5227114
0.44764665,0.5574833
0.542751,0.4596197
0.5954488,0.4207468
0.43865204,0.56899536
0.54489756,0.45928878
0.51290786,0.48567125
0.5754061,0.43497774
0.5137129,0.48567432
0.4982176,0.50040764
0.56304544,0.4443442
0.5121107,0.4884488
0.5439587,0.45934173
0.46429884,0.5364841
0.5224249,0.47690716
0.5805691,0.43138564
0.46636364,0.5356906
0.48120558,0.51869714
0.47821963,0.52276254
0.5297894,0.4722061
0.68296516,0.36653978
0.51464653,0.48540786
0.56336564,0.4433652
0.5833971,0.42780048
0.5187549,0.48004967
0.5959822,0.41924062
0.5564845,0.44946733
0.4426971,0.5635964
0.47518024,0.5253313
0.38408586,0.64940584
0.46615073,0.534973
0.50523937,0.4941213
0.5415452,0.4633117
0.55736053,0.4500761
0.52014613,0.47950894
0.4981365,0.5007375
0.43016165,0.58198714
0.56239176,0.44500998
0.5826932,0.43022946
0.47087312,0.5298081
0.47547987,0.52525485
0.5815526,0.43101797
0.5017216,0.500817
0.55527,0.45158193
0.55059224,0.45331547
0.59806174,0.41918734
0.5623127,0.44311574
0.5366509,0.46559337
0.47708213,0.52135855
0.510316,0.4867057
0.50264674,0.49692738
0.5508894,0.45429593
0.52349675,0.47719452
0.54948986,0.45428985
0.3861215,0.6475416
0.5214934,0.4807325
0.45776996,0.5475121
0.4769289,0.52160156
0.55523306,0.44936422
0.42534193,0.5871904
0.5119234,0.4873612
0.5416548,0.4614836
0.48951837,0.51039934
0.4633081,0.5402671
0.5881497,0.42458493
0.50610346,0.49352852
0.38392696,0.6509672
0.56529266,0.44101095
0.51668495,0.48353216
0.5458984,0.45749387
0.48727205,0.51384217
0.5710068,0.43765187
0.4343531,0.5756458
0.47452372,0.52654713
0.40031874,0.6230888
0.5162409,0.48333102
0.52720606,0.462708
0.5260624,0.47475773
0.4539302,0.5499422
0.3504356,0.71201944
0.45250723,0.55032474
0.4295454,0.5780293
0.26978967,0.93210363
0.31651482,0.7886248
0.48175043,0.516543
0.5076289,0.49294782
0.5130825,0.48763815
0.55441326,0.4486968
0.4556253,0.5475044
0.5898564,0.42468256
0.53176856,0.47028893
0.4919684,0.47236887
0.48204198,0.5159097
0.48833293,0.51171297
0.43914685,0.57138735
0.5524032,0.4526626
0.5354301,0.46598223
0.44577888,0.55924726
0.49970415,0.4977711
0.61279726,0.408613
0.5931134,0.42315894
0.45908287,0.54488474
0.5660228,0.44231412
0.5655662,0.44118416
0.5780278,0.4331284
0.5438645,0.45996678
0.5023965,0.49542513
0.5079265,0.49042192
0.45533168,0.54830444
0.5021636,0.4978646
0.6251317,0.4000538
0.461338,0.5408787
0.4836352,0.5169021
0.4612393,0.5398785
0.5090149,0.48898003
0.37303528,0.6160067
0.5645068,0.44134712
0.4388196,0.5701852
0.47867352,0.5219852
0.27563953,0.91395867
0.55516624,0.45032114
0.49843535,0.5020975
0.592675,0.42248127
0.5003819,0.4986533
0.55207217,0.45142055
0.4798321,0.52096766
0.47428045,0.5269041
0.4370898,0.5707812
0.4366221,0.5727083
0.61520225,0.4063822
0.5271466,0.47475645
0.5522979,0.45403406
0.49946442,0.50022304
0.54954076,0.45480037
0.46910897,0.5323299
0.6184579,0.4045189
0.5359963,0.46528116
0.5400822,0.46371546
0.5659838,0.4417707
0.5399191,0.46305916
0.49134868,0.50870407
0.47759074,0.52232254
0.6082826,0.4110609
0.55452365,0.45162812
0.46897405,0.5313387
0.557338,0.4486413
0.55616343,0.44940218
0.5256423,0.4749404
0.44897553,0.5543305
0.60075843,0.41665545
0.4788884,0.5213755
0.4222944,0.5928579
0.49900386,0.50090826
0.5841946,0.42669237
0.5661632,0.44026393
0.57610315,0.4338406
0.47866392,0.52222437
0.5590509,0.44552323
0.42657602,0.58595735
0.5362846,0.46554974
0.5903117,0.4229357
0.4736832,0.5275052
0.452346,0.5516495
0.49011907,0.51100296
0.41387442,0.60316557
0.55544835,0.45096517
0.5915373,0.4227104
0.39734256,0.62912905
0.3456458,0.72003
0.4392592,0.57014084
0.49049497,0.50778896
0.5589085,0.45046297
0.4595788,0.5441224
0.5351678,0.46775484
0.4667835,0.53450835
0.47284082,0.52789855
0.513991,0.47115526
0.5504965,0.45459285
0.5085703,0.49229077
0.49397475,0.504158
0.42232513,0.59234995
0.47415024,0.52947193
0.5064238,0.4932699
0.57752883,0.43131217
0.5836995,0.42794815
0.5244551,0.4758273
0.57619435,0.43487257
0.51394075,0.48569968
0.5514981,0.45311913
0.4716229,0.52965933
0.51656973,0.48264328
0.44048664,0.568425
0.5003829,0.4971907
0.4955092,0.5041263
0.51564497,0.48406655
0.47566983,0.52624446
0.5580033,0.44778547
0.5019159,0.49835008
0.56485254,0.442158
0.5119535,0.48603937
0.5886198,0.42447522
0.5343164,0.46694657
0.42675364,0.5841397
0.54215705,0.459997
0.49228856,0.50849676
0.5231183,0.47788003
0.4978722,0.50006235
0.45246574,0.551593
0.57885975,0.43082228
0.5601162,0.44243613
0.5536132,0.45175508
0.5166226,0.48262534
0.4844277,0.51443464
0.5508603,0.45313704
0.53290004,0.4688741
0.37723264,0.66168964
0.5536883,0.45100242
0.6183409,0.40319842
0.50215006,0.49531224
0.2727641,0.9186593
0.44322437,0.56299365
0.45908996,0.542848
0.5268977,0.47346422
0.5386113,0.46445853
0.48890874,0.510657
0.52812016,0.47129574
0.57911205,0.43249404
0.50467426,0.49379367
0.5313877,0.47083178
0.43846712,0.5705366
0.48309955,0.5182242
0.42277828,0.59278697
0.47928905,0.52087843
0.595514,0.42030498
0.49767172,0.5016754
0.42070907,0.5953234
0.49681875,0.50244975
0.48567918,0.51557845
0.530405,0.470911
0.34954953,0.7128461
0.33284476,0.75001305
0.49568504,0.50190586
0.5715855,0.4365258
0.49654922,0.50122905
0.6060791,0.4133053
0.468118,0.53413963
0.48440415,0.51582134
0.56503403,0.44121924
0.509792,0.49016315
0.44912523,0.5550289
0.5594895,0.4473288
0.5186203,0.48503804
0.40114328,0.62257177
0.6539456,0.3819613
0.48780313,0.51251125
0.5736382,0.43583637
0.46653983,0.53501374
0.46023598,0.5420802
0.4898862,0.5106016
0.5467526,0.45637456
0.53658354,0.46573895
0.41925988,0.59233934
0.4226348,0.58975554
0.48289573,0.51802355
0.479781,0.5215265
0.5677435,0.44026357
0.51844335,0.4842405
0.59989953,0.41591775
0.39752513,0.6301923
0.5913867,0.42263377
0.41817537,0.59691584
0.47235805,0.52761877
0.53649014,0.46540198
0.3922715,0.6362111
0.33706382,0.74083465
0.49730498,0.5007449
0.42898664,0.5827669
0.58855855,0.4249974
0.53689665,0.4645221
0.362255,0.69184923
0.5248178,0.47615078
0.5060267,0.49335724
0.5526031,0.45268068
0.5016251,0.49774334
0.34682038,0.71661234
0.5203782,0.47868186
0.5224396,0.47343275
0.42258325,0.59057164
0.5786153,0.4319139
0.3402057,0.7276017
0.50165564,0.4977608
0.5023574,0.49628308
0.49872237,0.49973068
0.50697565,0.49491876
0.51453185,0.48582324
0.5075355,0.49217704
0.5590865,0.4464712
0.49527717,0.5020819
0.5570429,0.4484979
0.50257766,0.4960341
0.4639405,0.53827214
0.49113843,0.5078232
0.41927254,0.59646887
0.33218342,0.75059676
0.45399365,0.54970455
0.47546035,0.5274351
0.4924671,0.5074099
0.46995786,0.5322824
0.49458498,0.5053482
0.44573104,0.5618324
0.46311864,0.5399866
0.48330244,0.5177559
0.50822157,0.49050033
0.317559,0.7896325
0.5254822,0.475795
0.4154522,0.6004235
0.36507893,0.6823922
0.46829733,0.5337967
0.57169265,0.4378802
0.5238933,0.47757387
0.5645086,0.44391567
0.5093571,0.48991767
0.52950096,0.46866736
0.48260707,0.5174799
0.5431527,0.4596928
0.51790535,0.48126015
0.5813894,0.42882836
0.55758476,0.44827533
0.5526796,0.45311937
0.57190984,0.4371443
0.51152074,0.48901752
0.5327677,0.467707
0.46116316,0.5420217
0.40253675,0.61776257
0.3797725,0.65925443
0.4736776,0.53887326
0.44299203,0.56528676
0.58817035,0.42497388
0.3820261,0.6535084
0.45078006,0.55236506
0.46663707,0.53518426
0.5628339,0.4433982
0.5360374,0.46592012
0.45390275,0.5464175
0.46126807,0.539641
0.5057384,0.49336448
0.48238972,0.517487
0.5045491,0.48919964
0.5967256,0.41380277
0.5937059,0.42040896
0.594878,0.42018628
0.4068677,0.6150496
0.5017896,0.49752462
0.56400925,0.44392776
0.5200182,0.47971296
0.4933014,0.50616175
0.4627063,0.5395904
0.34353328,0.72673
0.4954011,0.50350547
0.51630926,0.48281613
0.54930335,0.4545968
0.5219869,0.47757265
0.5181375,0.48147878
0.4737182,0.52729404
0.40449154,0.6170685
0.3743046,0.66983044
0.5484057,0.454881
0.48534718,0.51545197
0.547079,0.45667195
0.42037258,0.5960763
0.5079075,0.49266714
0.5068498,0.49268407
0.54917115,0.45512712
0.5021743,0.49682218
0.56153375,0.44524005
0.55173635,0.45390227
0.5289337,0.47226298
0.5347035,0.46813568
0.55246377,0.45360577
0.55211,0.45394036
0.46793532,0.53377885
0.58672935,0.42657587
0.6125437,0.40925705
0.5466386,0.45718277
0.5520985,0.45277613
0.5191432,0.4805831
0.51291895,0.48666888
0.49957013,0.49916068
0.3823094,0.65375113
0.43032545,0.5788669
0.3833957,0.65275776
0.64624727,0.38627362
0.4650743,0.534882
0.47074324,0.4811358
0.4818578,0.5184312
0.44749844,0.5583435
0.4475307,0.55454874
0.5859263,0.4281519
0.56086886,0.44473493
0.37721598,0.6620386
0.3690497,0.67196774
0.5134004,0.48606336
0.49572772,0.5019163
0.52002555,0.4810743
0.4392286,0.56947255
0.45247138,0.55243623
0.43227786,0.5771687
0.49517474,0.50042593
0.5939003,0.42201898
0.44098687,0.56692445
0.31617755,0.7907878
0.51273876,0.4869093
0.5066135,0.49176407
0.5109958,0.488822
0.5586057,0.4454895
0.3784483,0.659382
0.40985388,0.6065965
0.575564,0.43485278
0.5475143,0.4566394
0.58219516,0.43080682
0.45037085,0.5570009
0.48576546,0.51558065
0.56161755,0.44552577
0.50273675,0.4948546
0.4670885,0.534919
0.47149667,0.5300449
0.45057684,0.5535715
0.565084,0.44346747
0.52598137,0.47535872
0.47994578,0.5199191
0.4974204,0.50381947
0.35845873,0.69665337
0.45869705,0.5440684
0.45563555,0.5489535
0.47310957,0.52807647
0.5178172,0.4837037
0.5993199,0.41785356
0.5579544,0.44874576
0.5483045,0.45557916
0.4934677,0.50770414
0.5074279,0.4911728
0.38910767,0.6439074
0.5737162,0.43582326
0.5246732,0.47573692
0.531885,0.47010434
0.4879224,0.51322734
0.49334002,0.5078628
0.5600164,0.44511577
0.59447926,0.4204256
0.5467517,0.45666718
0.31226128,0.80343175
0.50226486,0.49640697
0.5236318,0.4783952
0.49317184,0.5062798
0.52015704,0.47833404
0.46234187,0.53791434
0.5845511,0.42893052
0.4148677,0.60058516
0.4290668,0.5834923
0.58255976,0.42896956
0.53538924,0.46544802
0.44196054,0.56546056
0.4511173,0.5519447
0.44466984,0.5591294
0.4227564,0.5907955
0.46004972,0.5433848
0.52469033,0.47491425
0.43140814,0.5794879
0.5745178,0.43554506
0.54017186,0.46245816
0.5719567,0.43741706
0.5296249,0.47259843
0.5176051,0.48325828
0.47278553,0.5288572
0.4297935,0.58258533
0.47136793,0.52890956
0.52834535,0.47189912
0.44986734,0.5559589
0.5156875,0.48440528
0.53313506,0.46815482
0.5176245,0.48326957
0.5258233,0.47555256
0.46357775,0.5380316
0.5795371,0.43258852
0.5996321,0.41767025
0.53788424,0.46394792
0.52567846,0.47645977
0.5724827,0.4353149
0.4267471,0.58828694
0.4830281,0.510062
0.56588364,0.4414763
0.41332054,0.60501105
0.48400807,0.5165211
0.53146654,0.4680554
0.53207463,0.47027215
0.36427182,0.68555915
0.4648544,0.53467
0.56797606,0.43961555
0.47885415,0.5181631
0.5276635,0.47420746
0.5212994,0.47805148
0.1271565,0.4521121
0.54946226,0.45389107
0.51486343,0.4860497
0.48328418,0.51673853
0.4957363,0.50319624
0.57910705,0.43313715
0.46904603,0.5327039
0.5535081,0.45162326
0.5792943,0.43141827
0.53608745,0.46666998
0.43838936,0.5701066
0.5675306,0.4404187
0.58770096,0.4251104
0.46353105,0.5362459
0.4684428,0.5329531
0.4593932,0.54312307
0.5980523,0.41746408
0.40862435,0.61324185
0.573194,0.43607932
0.47222483,0.5268914
0.53519773,0.46784827
0.5441968,0.4596942
0.6347806,0.39369705
0.5441613,0.45880803
0.49335918,0.5062743
0.45287752,0.5525301
0.55317247,0.45169196
0.5456168,0.45805386
0.40831965,0.6110679
0.5135288,0.48717886
0.58516955,0.4272145
0.5781686,0.4333266
0.5502658,0.45448136
0.53790957,0.4633928
0.5720756,0.4378459
0.5814698,0.4311134
0.47256672,0.5275787
0.52050066,0.48047265
0.5212623,0.47997615
0.33857298,0.735159
0.5320063,0.4704967
0.5457707,0.45859185
0.56528336,0.44201708
0.47682753,0.52352464
0.48314866,0.51684797
0.45875335,0.54264206
0.59222835,0.4232296
0.54908216,0.4553371
0.48235026,0.515675
0.45771825,0.54539365
0.51298356,0.48825586
0.45239773,0.5505898
0.42765287,0.58449566
0.57242763,0.43643904
0.434349,0.5748153
0.46258965,0.5372204
0.39322537,0.63282984
0.40175256,0.6219814
0.5154703,0.48027915
0.53599936,0.46462554
0.5152235,0.48515874
0.4927517,0.5066981
0.5961194,0.42084286
0.4870271,0.5143065
0.463261,0.5386689
0.55074984,0.45344508
0.42169002,0.59199214
0.48028433,0.5198912
0.48235968,0.51942074
0.51992035,0.4810889
0.56649774,0.441461
0.45030314,0.5529358
0.38137293,0.65718776
0.5593061,0.44657382
0.5746846,0.4348558
0.48264292,0.5174135
0.4497484,0.5551387
0.5342187,0.46778455
0.5862069,0.42744008
0.4982349,0.5020595
0.54790825,0.45348144
0.5050799,0.49434388
0.37859148,0.66189337
0.48849922,0.5129023
0.4757931,0.52398217
0.45784485,0.54345226
0.25527355,0.9810788
0.43580955,0.57373816
0.37165198,0.6708316
0.48476294,0.5174872
0.46753326,0.53422946
0.56127995,0.44550705
0.44095835,0.5677447
0.4709085,0.53038275
0.38672116,0.64585173
0.44846672,0.55674684
0.4814474,0.51925695
0.45871773,0.54504985
0.56213003,0.444657
0.51865065,0.4813475
0.55700284,0.44876543
0.58545595,0.42764422
0.5219393,0.47783354
0.5795819,0.43161637
0.5309014,0.46970952
0.51827854,0.4834452
0.548814,0.45671946
0.50650495,0.4933067
0.5322656,0.461483
0.47219175,0.53017616
0.5091145,0.4919866
0.43951914,0.56741154
0.4614702,0.5407958
0.4873697,0.51039493
0.52404416,0.47578967
0.4414132,0.56666917
0.48899072,0.51027876
0.58475333,0.428539
0.60001177,0.41796005
0.49648276,0.5006639
0.56362015,0.44360808
0.5765624,0.4326871
0.56303227,0.44382438
0.5687939,0.43807277
0.394945,0.6327902
0.50984067,0.4899863
0.48633108,0.51214224
0.5386923,0.46380842
0.5668722,0.4403343
0.640962,0.38967627
0.5505347,0.45372307
0.5374095,0.46456936
0.49522394,0.5033608
0.45680204,0.5462312
0.40960038,0.61189115
0.5022166,0.4966221
0.5741935,0.43672568
0.54621077,0.4557276
0.5759814,0.43341997
0.4756381,0.5242726
0.47073656,0.5302635
0.5500195,0.45414785
0.46225902,0.53918356
0.5771247,0.4355743
0.53577393,0.46587083
0.33273697,0.7478022
0.5456365,0.45742136
0.45350856,0.5501522
0.54064304,0.46291196
0.5555403,0.4498835
0.56197417,0.44545034
0.56758827,0.4411416
0.53623873,0.46526977
0.42657116,0.5837477
0.59068877,0.4225653
0.5302565,0.47090793
0.48696506,0.51390725
0.41787767,0.5985539
0.54295665,0.46039525
0.5998938,0.41709873
0.55018604,0.45223272
0.45753503,0.5451706
0.43375066,0.5753257
0.52456146,0.47582537
0.6074546,0.41175032
0.42541382,0.5870128
0.49365804,0.5066853
0.37633693,0.66234577
0.3280295,0.76482695
0.52428716,0.4763525
0.56253636,0.44339553
0.58305043,0.42954618
0.5025939,0.4964544
0.47742218,0.5220893
0.47450426,0.5247795
0.5677638,0.44044188
0.58194464,0.43083453
0.37627897,0.6642223
0.419661,0.5950264
0.5147096,0.48500177
0.5027773,0.4948959
0.4789588,0.5212017
0.5231533,0.47813636
0.5008941,0.49971458
0.49816403,0.50109154
0.52320343,0.47663176
0.54558295,0.45653087
0.46177164,0.54011905
0.48326212,0.5167635
0.5443489,0.4575939
0.5059475,0.49342203
0.5399136,0.46312582
0.54931086,0.45631865
0.4149435,0.6026829
0.529439,0.47210678
0.56258816,0.44144258
0.4604187,0.54466593
0.59621984,0.41969386
0.4744324,0.52515495
0.5769085,0.4338643
0.5803213,0.42914075
0.5214841,0.47905338
0.42363155,0.5900537
0.54913896,0.45380172
0.5634405,0.44318312
0.44566736,0.5579914
0.45636424,0.54741895
0.1770341,0.5138016
0.49890435,0.50274956
0.5288507,0.47339863
0.5503206,0.45410043
0.45204434,0.5534062
0.49437028,0.50460714
0.5713978,0.43768296
0.54455775,0.45752773
0.43585032,0.57355136
0.53454643,0.46822593
0.55738795,0.4479028
0.5520028,0.45257872
0.4822973,0.5185903
0.58363956,0.42932022
0.3379807,0.73996294
0.53,0.47087532
0.5309928,0.47140238
0.50382006,0.49405247
0.39338002,0.6337134
0.50355047,0.49779722
0.37795278,0.6595434
0.54492444,0.45737854
0.4591452,0.5433951
0.49372402,0.5059364
0.5164856,0.48460063
0.3996409,0.6269592
0.51313776,0.48793834
0.4750954,0.5260466
0.47692183,0.52324075
0.44778645,0.5577525
0.58673316,0.42726323
0.49732837,0.5030545
0.45862642,0.5438793
0.5278503,0.47332367
0.52407926,0.47698656
0.5226537,0.47732434
0.50970995,0.4885976
0.52768755,0.47433367
0.5162335,0.48459658
0.5039182,0.4956039
0.43430257,0.57786816
0.49292713,0.5049472
0.46174338,0.53888345
0.52563393,0.47513828
0.44707334,0.55898297
0.55037445,0.45364672
0.59541744,0.42036313
0.55831736,0.44678098
0.4322317,0.5781462
0.6067328,0.41277826
0.49854594,0.5008212
0.40941492,0.6113135
0.39981976,0.60835606
0.51575977,0.48486373
0.449169,0.55406165
0.5996991,0.41674244
0.46582475,0.53722954
0.55185324,0.45221308
0.43761638,0.5723133
0.59045273,0.42389426
0.5027276,0.49532387
0.4968553,0.503227
0.4986331,0.50112724
0.45207083,0.5521963
0.36600924,0.6821417
0.47104806,0.5299256
0.38651487,0.6451761
0.38197544,0.65573347
0.45546326,0.54652226
0.54453874,0.45868242
0.5963618,0.42006055
0.45191798,0.552392
0.45205912,0.55253375
0.47689527,0.52360225
0.51887673,0.48102736
0.48940682,0.51160115
0.5699425,0.43870613
0.48615953,0.51364535
0.54540324,0.4586825
0.43812856,0.56906414
0.35550845,0.70108646
0.71018195,0.3512384
0.5458926,0.45786887
0.5545477,0.4498186
0.40554282,0.6165162
0.5103137,0.49044505
0.53606004,0.46652862
0.5096197,0.49147096
0.41761214,0.5955365
0.5052551,0.49442342
0.5335599,0.470113
0.52301055,0.47926465
0.5340923,0.4662519
0.43319163,0.5767079
0.52333665,0.47750282
0.55095476,0.4532313
0.47697112,0.5247323
0.45113203,0.55326015
0.3612924,0.6920879
0.56808335,0.44067937
0.48180494,0.5201917
0.40571815,0.6167941
0.5486198,0.45474193
0.64676476,0.38766545
0.49586958,0.502853
0.4893688,0.51141185
0.5952185,0.41992658
0.44905254,0.55762446
0.42697442,0.585155
0.39486682,0.6323148
0.4606605,0.5437584
0.50978595,0.49129978
0.43403995,0.57497454
0.54872984,0.45470116
0.541901,0.46076345
0.45977414,0.54380834
0.4868108,0.51170343
0.47693858,0.5225021
0.53978753,0.46280923
0.39885852,0.62489706
0.47229034,0.5288567
0.5782433,0.4331061
0.48977876,0.51103383
0.44596127,0.5584256
0.46947014,0.5251573
0.48101553,0.5189943
0.53324425,0.46744782
0.47752297,0.52412504
0.5460667,0.45682043
0.5064596,0.4928271
0.41508192,0.6030081
0.58746344,0.42676097
0.5727083,0.43754277
0.59848976,0.41751343
0.49763656,0.5027418
0.37468374,0.6684562
0.42586342,0.5865356
0.5347622,0.46785763
0.4846006,0.51603174
0.468629,0.5325152
0.4212059,0.58924985
0.53311104,0.46917775
0.4365549,0.5730773
0.44254482,0.56373626
0.36042207,0.6944289
0.47681552,0.524828
0.5048979,0.49296892
0.52283967,0.4788711
0.35973114,0.6938891
0.4649757,0.53737664
0.5446393,0.4579969
0.40922666,0.6098114
0.65181637,0.3835026
0.5412431,0.46038908
0.32157665,0.7812368
0.42681554,0.5859122
0.4447338,0.55936855
0.58270603,0.428772
0.44340995,0.5636597
0.44199407,0.5657002
0.57774574,0.4330982
0.5419632,0.45952615
0.478275,0.5216075
0.4185434,0.5968749
0.30937117,0.81003755
0.5410318,0.46157637
0.47736597,0.5155994
0.39556706,0.630702
0.56697106,0.4412899
0.472702,0.5271242
0.50278324,0.49722993
0.5637053,0.44374794
0.5596372,0.44691327
0.4405879,0.5671382
0.3241316,0.77014714
0.40106893,0.6202286
0.51868165,0.48018306
0.49950883,0.49970037
0.5889164,0.4253362
0.521615,0.47939652
0.45906052,0.54359674
0.5823767,0.42942867
0.56424206,0.44282272
0.54880726,0.45493284
0.4920055,0.5075246
0.39191398,0.6374128
0.53622407,0.4656127
0.53117794,0.47117636
0.5860016,0.4267267
0.4474827,0.55830413
0.34227324,0.7264866
0.48778105,0.5119726
0.44280544,0.561448
0.43161857,0.57918614
0.55630845,0.44580522
0.6038338,0.41362488
0.38696608,0.6476357
0.55370057,0.45133498
0.41291666,0.60436743
0.41854605,0.5949355
0.5375685,0.4641572
0.62656134,0.39852154
0.5753019,0.43481
0.48008585,0.5205873
0.56452113,0.44146612
0.5239877,0.47458956
0.4776931,0.52229345
0.38929817,0.6383352
0.5577314,0.44877243
0.50375324,0.4956807
0.5383663,0.4642497
0.6060616,0.41278014
0.6326847,0.39650977
0.36694548,0.684494
0.5754202,0.43384993
0.54185325,0.46000192
0.5407815,0.46072587
0.4678604,0.53385663
0.54232806,0.4618544
0.5424933,0.46061885
0.36598954,0.6801617
0.50100255,0.49850118
0.5409896,0.46174756
0.5314853,0.4698082
0.41035756,0.60927564
0.5124439,0.4872934
0.50398576,0.49372923
0.38691816,0.6456408
0.57582015,0.43451637
0.5337267,0.4675361
0.48588672,0.513353
0.46180838,0.54068136
0.4964778,0.5024874
0.46040192,0.54193026
0.4877988,0.5130299
0.4191561,0.5981701
0.48829538,0.5121221
0.58371013,0.42774332
0.60360515,0.41410893
0.3707146,0.6733678
0.5456581,0.4578448
0.5398746,0.46240896
0.486042,0.5137224
0.46238357,0.5399054
0.5233237,0.47789955
0.4434999,0.5639147
0.448571,0.5543094
0.5229608,0.47891465
0.5471819,0.45566794
0.5582548,0.44756395
0.540292,0.46244952
0.4855201,0.51463056
0.51232886,0.48827106
0.6448597,0.38681287
0.5033367,0.49543265
0.4682523,0.53395915
0.45000926,0.5540213
0.62723345,0.39885592
0.4883842,0.5089442
0.51433086,0.4851096
0.49712843,0.5018035
0.41311797,0.6058994
0.5820444,0.43032765
0.4892575,0.51009417
0.5851579,0.4268367
0.60037893,0.4173367
0.49797222,0.49815327
0.5604173,0.44621876
0.40588105,0.6166963
0.4325642,0.578637
0.44449046,0.56156826
0.48437014,0.5152694
0.4882181,0.480632
0.48493412,0.51463974
0.3200894,0.7822983
0.52199423,0.4786408
0.50858533,0.49134102
0.48795274,0.5113028
0.38753104,0.6455419
0.57471114,0.4344609
0.49005726,0.5102123
0.48921347,0.5096124
0.51860744,0.48223203
0.51003695,0.49092707
0.5049438,0.49296558
0.5859273,0.4276896
0.4254446,0.5874565
0.48852786,0.5083714
0.40413988,0.6196299
0.4030385,0.6207567
0.49074268,0.5087686
0.5799937,0.43216112
0.45896566,0.54455006
0.4904006,0.5082844
0.5070782,0.4912647
0.5503057,0.4543034
0.4739892,0.52727866
0.51483506,0.48520085
0.37407032,0.6680458
0.53647244,0.46495506
0.509658,0.49005428
0.6169687,0.4061407
0.495525,0.50416696
0.49401775,0.5057186
0.54854935,0.45743647
0.50833887,0.49140227
0.4437584,0.56208056
0.5360193,0.4661186
0.5522434,0.45356533
0.5781292,0.43280956
0.5381728,0.46519455
0.39839107,0.6270737
0.35141692,0.7125695
0.57452565,0.43511033
0.5906452,0.4241189
0.5230778,0.4766655
0.52593756,0.475874
0.47887474,0.52140105
0.44036284,0.5669987
0.6145216,0.40708116
0.5755645,0.43302107
0.48631933,0.5132909
0.4917843,0.50744903
0.47798386,0.5220681
0.45152074,0.5531677
0.4709745,0.5300985
0.44766706,0.5580941
0.5387283,0.4655152
0.4407417,0.5689401
0.42840236,0.5828874
0.5457038,0.45712695
0.34406087,0.7258455
0.47576857,0.5251074
0.3284037,0.7602456
0.4232859,0.5900018
0.50350404,0.49878487
0.48252508,0.5178613
0.5142756,0.4847396
0.56009984,0.44644505
0.4385076,0.5712509
0.4983161,0.501437
0.57423544,0.43446055
0.5065032,0.4934748
0.48850733,0.51128834
0.48435056,0.5160369
0.4994983,0.50051296
0.3960851,0.6311992
0.3653418,0.6850206
0.56746393,0.44090348
0.56682575,0.43981022
0.41754046,0.59641653
0.5679389,0.4397126
0.47676444,0.5232511
0.50050485,0.49792126
0.55371886,0.45211956
0.47914717,0.5187044
0.5415984,0.45714507
0.5721686,0.43607467
0.36956438,0.6750292
0.5434389,0.45924807
0.51775146,0.47813037
0.53508145,0.46565092
0.45856002,0.54608727
0.547692,0.45673862
0.57641906,0.43439484
0.5264898,0.47365937
0.57208735,0.43709192
0.44836137,0.558033
0.44180697,0.56573975
0.5279339,0.47260484
0.41558897,0.5984298
0.5762604,0.43407413
0.53704137,0.46459666
0.5485487,0.45565408
0.35139814,0.70906603
0.52258486,0.47701725
0.49338913,0.50656986
0.57699376,0.4342032
0.427792,0.58451855
0.4271368,0.58411777
0.6573427,0.37960783
0.27328148,0.9168803
0.45820415,0.5422741
0.44064185,0.569657
0.5429193,0.4593949
0.5168237,0.48286435
0.4459152,0.55869573
0.5366167,0.4653826
0.40753934,0.61437047
0.59862,0.41774562
0.48970252,0.50969225
0.27838704,0.90372556
0.52129155,0.4797288
0.46482494,0.5361624
0.5698323,0.43891126
0.47343472,0.5273037
0.5613295,0.44315025
0.41568843,0.60009915
0.54895705,0.45605448
0.50104463,0.49796054
0.5662584,0.44078052
0.41279504,0.6040545
0.5550209,0.44962272
0.5884281,0.42353666
0.53332895,0.46885222
0.5913614,0.42312503
0.5592346,0.44669107
0.39768097,0.6288202
0.56056774,0.4459403
0.41473487,0.60104686
0.5220675,0.4776914
0.5527226,0.45155236
0.46012872,0.54347545
0.48523167,0.5156092
0.4617123,0.5411428
0.5967974,0.4198141
0.5135237,0.48706928
0.5200632,0.47996995
0.46677977,0.5330987
0.54013306,0.46287194
0.5533789,0.45143536
0.43557844,0.5755876
0.5537375,0.44975677
0.4070581,0.61412954
0.6108042,0.40976372
0.5766993,0.433693
0.5104696,0.49002302
0.53752416,0.46747094
0.5243576,0.47771314
0.5555187,0.45067525
0.5280472,0.4719981
